0,1,2,3,4,5,6,7,8,9
OPP-003948,ACC-000013,PROD-0001,625,Expansion,2024-03-26 15:44:23,2024-08-20 12:17:18,Closed Won,18917.3203125,1.0
OPP-003950,ACC-000011,PROD-0064,148,New Business,2023-01-30 23:22:48,2023-05-08 18:58:02,Closed Won,26645.419921875,1.0
OPP-003952,ACC-000011,PROD-0086,169,Expansion,2023-06-19 18:52:03,2023-07-25 13:03:39,Closed Won,13563.490234375,1.0
OPP-003959,ACC-000004,PROD-0052,675,Upsell,2024-07-14 07:05:23,2024-10-19 08:59:15,Closed Lost,25405.740234375,0.0
OPP-003962,ACC-000038,PROD-0005,189,Upsell,2023-12-18 09:56:20,2024-03-06 06:28:58,Closed Won,72613.328125,1.0
OPP-003966,ACC-000008,PROD-0058,734,Renewal,2023-12-22 18:10:44,2024-04-27 22:10:26,Closed Won,15971.5498046875,1.0
OPP-003970,ACC-000048,PROD-0092,528,Expansion,2025-04-18 17:26:45,2025-05-29 03:29:48,Closed Lost,2796.60009765625,0.0
OPP-003973,ACC-000050,PROD-0030,522,Expansion,2022-06-27 16:13:11,2022-09-13 13:14:50,Closed Lost,75398.71875,0.0
OPP-003975,ACC-000041,PROD-0094,559,Upsell,2022-10-16 22:11:59,2023-01-08 10:56:59,Closed Lost,54570.4609375,0.0
OPP-003979,ACC-000055,PROD-0050,593,Upsell,2022-02-27 18:55:03,2022-08-11 08:55:59,Closed Lost,75701.4375,0.0
OPP-003988,ACC-000029,PROD-0037,919,Upsell,2023-05-20 02:05:17,2023-08-29 19:58:04,Closed Lost,38717.55078125,0.0
OPP-003991,ACC-000001,PROD-0070,932,Cross-sell,2023-12-22 17:25:07,2023-12-31 17:09:30,Closed Lost,78427.5390625,0.0
OPP-003993,ACC-000044,PROD-0096,49,Expansion,2023-09-02 08:14:37,2024-01-01 22:53:59,Closed Won,19411.01953125,1.0
OPP-003998,ACC-000039,PROD-0069,890,Expansion,2023-05-01 10:42:31,2023-07-20 20:34:00,Closed Won,45811.75,1.0
OPP-003999,ACC-000055,PROD-0027,934,Upsell,2023-01-20 11:34:01,2023-06-26 16:49:46,Closed Lost,49741.75,0.0
OPP-004000,ACC-000033,PROD-0010,181,Expansion,2023-08-10 11:28:43,2023-10-12 00:54:03,Closed Lost,89929.90625,0.0
OPP-004012,ACC-000030,PROD-0047,886,Upsell,2021-11-03 14:30:49,2021-12-31 19:03:58,Closed Won,45826.5,1.0
OPP-004014,ACC-000008,PROD-0085,161,Renewal,2023-08-17 00:52:51,2023-11-25 14:39:36,Closed Won,17705.470703125,1.0
OPP-004015,ACC-000060,PROD-0041,641,Expansion,2023-10-25 18:23:18,2024-02-28 18:02:06,Closed Lost,68414.1796875,0.0
OPP-004017,ACC-000062,PROD-0057,328,Renewal,2024-10-31 09:12:32,2024-12-25 01:26:33,Closed Lost,20954.5703125,0.0
OPP-004020,ACC-000023,PROD-0039,257,Expansion,2021-11-28 10:41:11,2021-12-22 11:20:45,Closed Lost,59914.359375,0.0
OPP-004024,ACC-000060,PROD-0070,753,New Business,2023-10-24 19:03:21,2023-12-03 16:33:08,Closed Lost,54349.640625,0.0
OPP-004039,ACC-000015,PROD-0030,670,New Business,2024-01-22 21:45:00,2024-02-19 16:14:52,Closed Lost,58562.96875,0.0
OPP-004042,ACC-000003,PROD-0003,211,Renewal,2024-07-15 03:03:15,2024-12-06 18:52:11,Closed Won,40519.48828125,1.0
OPP-004045,ACC-000011,PROD-0046,64,Expansion,2022-08-08 05:33:50,2022-08-10 21:20:04,Closed Lost,14178.0703125,0.0
OPP-004046,ACC-000030,PROD-0042,600,Renewal,2024-10-06 20:14:47,2024-12-04 23:53:49,Closed Won,8230.099609375,1.0
OPP-004047,ACC-000025,PROD-0022,296,Upsell,2022-09-09 09:40:55,2023-02-17 01:55:08,Closed Won,75479.84375,1.0
OPP-004050,ACC-000055,PROD-0026,98,Expansion,2023-03-17 20:53:57,2023-06-05 15:52:14,Closed Won,23040.349609375,1.0
OPP-004059,ACC-000005,PROD-0001,141,Expansion,2024-09-22 23:51:01,2024-10-22 23:33:02,Closed Lost,50934.03125,0.0
OPP-004060,ACC-000048,PROD-0082,440,New Business,2025-03-04 00:38:40,2025-05-21 05:09:12,Closed Lost,94301.5078125,0.0
OPP-004063,ACC-000053,PROD-0019,188,Upsell,2024-07-26 05:38:43,2024-12-19 16:52:37,Closed Won,6460.58984375,1.0
OPP-004070,ACC-000045,PROD-0051,781,Expansion,2023-11-04 00:43:07,2024-03-31 03:29:23,Closed Won,34392.7890625,1.0
OPP-004078,ACC-000020,PROD-0019,596,Renewal,2022-10-27 22:00:16,2023-04-11 03:43:33,Closed Won,49876.03125,1.0
OPP-004082,ACC-000040,PROD-0029,124,New Business,2024-06-16 18:51:55,2024-09-06 21:25:54,Closed Won,6021.58984375,1.0
OPP-004083,ACC-000010,PROD-0097,235,Renewal,2022-05-20 03:36:53,2022-08-14 08:00:55,Closed Lost,34455.640625,0.0
OPP-004086,ACC-000059,PROD-0080,601,New Business,2023-11-13 02:08:07,2023-11-19 22:25:49,Closed Lost,67910.203125,0.0
OPP-004090,ACC-000023,PROD-0047,823,Cross-sell,2025-03-16 21:29:52,2025-04-11 19:37:54,Closed Lost,49879.19921875,0.0
OPP-004092,ACC-000033,PROD-0057,854,Upsell,2024-08-17 17:05:43,2024-08-20 14:12:45,Closed Won,46166.87890625,1.0
OPP-004094,ACC-000057,PROD-0009,797,Renewal,2024-12-08 11:40:56,2025-04-16 10:08:13,Closed Lost,62873.80859375,0.0
OPP-004097,ACC-000053,PROD-0090,486,Expansion,2022-12-08 11:13:13,2023-01-22 06:04:58,Closed Won,34668.98046875,1.0
OPP-004098,ACC-000016,PROD-0005,827,New Business,2023-04-10 16:40:24,2023-07-03 08:40:09,Closed Won,51362.76953125,1.0
OPP-004099,ACC-000017,PROD-0027,994,Renewal,2024-05-28 20:49:09,2024-10-23 00:18:41,Closed Lost,14629.8701171875,0.0
OPP-004100,ACC-000026,PROD-0027,790,Cross-sell,2023-03-17 04:24:16,2023-08-13 07:30:13,Closed Lost,52976.83984375,0.0
OPP-004102,ACC-000024,PROD-0080,195,Upsell,2024-06-05 06:07:42,2024-09-18 15:32:40,Closed Lost,11553.73046875,0.0
OPP-004104,ACC-000022,PROD-0036,710,Renewal,2022-11-17 02:51:15,2023-03-12 02:15:47,Closed Lost,89943.21875,0.0
OPP-004106,ACC-000019,PROD-0043,927,Upsell,2023-11-27 06:32:56,2024-04-28 18:34:53,Closed Won,28863.880859375,1.0
OPP-004108,ACC-000004,PROD-0023,136,Renewal,2025-05-31 01:45:22,2025-06-28 02:10:15,Closed Won,72257.546875,1.0
OPP-004111,ACC-000020,PROD-0083,148,Cross-sell,2023-11-28 05:25:13,2024-03-30 12:41:03,Closed Lost,85222.6015625,0.0
OPP-004113,ACC-000047,PROD-0045,277,Expansion,2024-01-21 07:18:07,2024-07-17 17:41:44,Closed Won,46559.58984375,1.0
OPP-004124,ACC-000021,PROD-0032,713,Upsell,2022-04-17 03:30:13,2022-07-19 08:07:40,Closed Won,39597.609375,1.0
OPP-004125,ACC-000057,PROD-0020,555,Cross-sell,2021-12-14 08:03:37,2022-02-17 04:34:19,Closed Won,50844.44140625,1.0
OPP-004127,ACC-000008,PROD-0049,523,New Business,2023-05-31 00:11:09,2023-10-03 02:09:25,Closed Won,60953.5,1.0
OPP-004128,ACC-000043,PROD-0074,117,New Business,2025-04-18 12:11:43,2025-06-17 15:56:45,Closed Lost,88500.4921875,0.0
OPP-004129,ACC-000026,PROD-0046,98,Renewal,2021-11-20 10:01:27,2021-12-24 16:54:58,Closed Won,48765.37109375,1.0
OPP-004130,ACC-000002,PROD-0059,366,New Business,2021-12-07 14:48:21,2022-04-18 16:00:01,Closed Won,11034.8701171875,1.0
OPP-004132,ACC-000046,PROD-0028,867,Upsell,2022-03-31 12:28:57,2022-04-07 17:53:20,Closed Lost,82422.1328125,0.0
OPP-004134,ACC-000059,PROD-0039,265,New Business,2024-06-02 22:25:33,2024-09-29 02:18:19,Closed Lost,38807.2109375,0.0
OPP-004135,ACC-000014,PROD-0066,602,New Business,2023-07-27 14:33:14,2023-08-02 19:37:49,Closed Won,67552.2890625,1.0
OPP-004136,ACC-000060,PROD-0061,979,New Business,2022-04-14 14:06:54,2022-05-24 05:30:58,Closed Won,64278.26953125,1.0
OPP-004141,ACC-000030,PROD-0035,976,New Business,2022-05-14 09:57:00,2022-06-29 15:59:32,Closed Lost,75401.59375,0.0
OPP-004143,ACC-000019,PROD-0022,400,New Business,2024-04-18 04:16:36,2024-07-30 00:08:15,Closed Lost,13972.5302734375,0.0
OPP-004146,ACC-000036,PROD-0073,120,Cross-sell,2021-09-25 19:44:19,2021-12-07 09:46:57,Closed Lost,31827.44921875,0.0
OPP-004147,ACC-000049,PROD-0016,911,Upsell,2023-09-12 01:59:28,2023-09-15 05:28:27,Closed Won,63042.51953125,1.0
OPP-004148,ACC-000041,PROD-0059,923,Renewal,2022-03-22 11:51:21,2022-05-25 22:43:26,Closed Won,77692.15625,1.0
OPP-004150,ACC-000029,PROD-0077,19,New Business,2025-05-11 21:59:43,2025-07-31 16:44:50,Closed Won,28591.23046875,1.0
OPP-004153,ACC-000012,PROD-0011,153,New Business,2021-12-17 14:33:45,2022-01-12 16:23:15,Closed Won,57379.12109375,1.0
OPP-004154,ACC-000003,PROD-0091,402,Renewal,2023-10-09 22:08:49,2023-12-31 04:05:37,Closed Won,15176.509765625,1.0
OPP-004155,ACC-000025,PROD-0012,114,Upsell,2023-07-11 12:13:25,2023-12-03 19:31:11,Closed Won,79739.3203125,1.0
OPP-004160,ACC-000022,PROD-0028,628,Cross-sell,2022-05-15 07:50:59,2022-06-10 13:22:40,Closed Won,23468.560546875,1.0
OPP-004161,ACC-000009,PROD-0049,750,Expansion,2025-03-11 18:25:20,2025-04-21 16:56:47,Closed Lost,78679.46875,0.0
OPP-004166,ACC-000046,PROD-0071,684,Expansion,2024-04-26 06:59:42,2024-07-28 11:37:49,Closed Lost,91727.3515625,0.0
OPP-004168,ACC-000053,PROD-0024,926,New Business,2024-01-22 09:38:54,2024-05-14 01:46:06,Closed Lost,64624.859375,0.0
OPP-004169,ACC-000003,PROD-0097,95,Expansion,2025-06-26 11:56:14,2025-08-26 18:06:14,Closed Won,20887.529296875,1.0
OPP-004171,ACC-000054,PROD-0088,636,Upsell,2022-05-09 21:06:17,2022-08-16 10:48:28,Closed Won,16322.2099609375,1.0
OPP-004173,ACC-000019,PROD-0078,654,Cross-sell,2024-05-27 10:15:46,2024-08-25 13:09:17,Closed Lost,98214.90625,0.0
OPP-004175,ACC-000036,PROD-0002,705,Expansion,2022-05-07 21:45:06,2022-05-10 08:26:23,Closed Lost,94026.34375,0.0
OPP-004176,ACC-000048,PROD-0099,854,Renewal,2022-02-05 05:40:18,2022-05-03 18:55:53,Closed Won,7945.669921875,1.0
OPP-004179,ACC-000012,PROD-0022,954,Cross-sell,2023-03-10 18:21:35,2023-07-07 05:09:30,Closed Won,74505.1171875,1.0
OPP-004183,ACC-000049,PROD-0040,274,Cross-sell,2022-11-21 11:41:28,2023-05-18 06:00:30,Closed Lost,51386.44140625,0.0
OPP-004187,ACC-000050,PROD-0074,721,Expansion,2023-06-13 11:23:54,2023-09-12 07:42:55,Closed Won,96968.421875,1.0
OPP-004192,ACC-000046,PROD-0070,644,Cross-sell,2022-09-18 19:51:29,2023-01-23 07:49:49,Closed Lost,94971.8671875,0.0
OPP-004193,ACC-000034,PROD-0094,971,New Business,2025-03-28 03:34:06,2025-09-23 13:56:00,Closed Won,92167.109375,1.0
OPP-004194,ACC-000031,PROD-0053,571,New Business,2023-06-07 10:04:22,2023-08-14 18:11:35,Closed Won,89713.5078125,1.0
OPP-004197,ACC-000017,PROD-0017,827,New Business,2024-07-08 01:53:12,2024-12-09 22:29:25,Closed Lost,48457.4296875,0.0
OPP-004198,ACC-000053,PROD-0057,340,Renewal,2022-10-03 15:25:16,2022-12-19 14:02:03,Closed Won,23210.720703125,1.0
OPP-004199,ACC-000015,PROD-0030,696,New Business,2024-02-05 21:03:03,2024-07-15 18:30:39,Closed Won,55648.1796875,1.0
OPP-004200,ACC-000031,PROD-0096,489,Cross-sell,2024-12-07 20:08:58,2025-05-22 20:42:32,Closed Lost,15053.580078125,0.0
OPP-004201,ACC-000055,PROD-0004,448,Renewal,2022-03-27 14:54:36,2022-06-17 05:11:45,Closed Won,31710.6796875,1.0
OPP-004205,ACC-000015,PROD-0026,237,New Business,2024-02-13 04:36:55,2024-07-05 13:46:47,Closed Lost,81848.203125,0.0
OPP-004206,ACC-000045,PROD-0044,561,Upsell,2023-04-30 18:42:45,2023-07-29 16:20:46,Closed Lost,12710.9599609375,0.0
OPP-004208,ACC-000039,PROD-0036,627,Upsell,2025-05-13 12:02:52,2025-09-19 11:35:00,Closed Lost,65817.3515625,0.0
OPP-004214,ACC-000060,PROD-0029,282,Cross-sell,2024-06-17 21:05:35,2024-06-27 08:35:03,Closed Lost,45521.640625,0.0
OPP-004215,ACC-000004,PROD-0013,754,Upsell,2022-07-05 22:12:56,2022-12-25 21:08:22,Closed Lost,72792.2265625,0.0
OPP-004218,ACC-000035,PROD-0049,103,Expansion,2022-08-27 20:50:53,2023-02-16 05:51:22,Closed Won,26282.01953125,1.0
OPP-004229,ACC-000002,PROD-0007,559,Cross-sell,2022-06-01 01:34:38,2022-11-25 12:35:46,Closed Lost,22986.0703125,0.0
OPP-004231,ACC-000048,PROD-0037,240,New Business,2023-03-29 11:17:23,2023-08-25 09:49:06,Closed Lost,22114.220703125,0.0
OPP-004236,ACC-000004,PROD-0027,981,Expansion,2024-09-14 00:57:55,2024-10-05 11:20:50,Closed Won,53002.0390625,1.0
OPP-004237,ACC-000017,PROD-0031,898,Renewal,2023-08-21 02:55:53,2024-01-17 23:15:44,Closed Won,96733.359375,1.0
OPP-004242,ACC-000050,PROD-0009,740,Expansion,2022-03-11 15:22:34,2022-04-30 17:21:14,Closed Won,30322.7109375,1.0
OPP-004243,ACC-000027,PROD-0013,238,New Business,2022-05-16 17:07:15,2022-08-23 23:33:09,Closed Won,26802.6796875,1.0
OPP-004246,ACC-000049,PROD-0085,662,Upsell,2021-08-09 01:50:37,2021-08-24 06:57:33,Closed Won,84300.9296875,1.0
OPP-004249,ACC-000002,PROD-0063,440,Expansion,2024-05-13 02:44:42,2024-10-06 16:46:07,Closed Won,48030.05859375,1.0
OPP-004250,ACC-000024,PROD-0097,971,Renewal,2023-06-16 02:45:25,2023-08-30 03:04:14,Closed Won,12112.1103515625,1.0
OPP-004252,ACC-000057,PROD-0051,223,Expansion,2024-08-30 09:02:16,2024-11-16 22:06:20,Closed Won,7557.77978515625,1.0
OPP-004254,ACC-000026,PROD-0003,533,New Business,2022-04-26 13:37:11,2022-07-13 14:15:21,Closed Won,5571.7099609375,1.0
OPP-004256,ACC-000031,PROD-0077,960,New Business,2021-07-15 06:02:48,2021-09-02 21:57:14,Closed Won,22679.509765625,1.0
OPP-004261,ACC-000018,PROD-0044,231,Renewal,2022-11-18 17:17:13,2023-03-29 21:05:26,Closed Won,73403.5625,1.0
OPP-004263,ACC-000026,PROD-0029,40,Renewal,2023-06-19 18:03:26,2023-09-22 21:11:56,Closed Lost,59361.26171875,0.0
OPP-004265,ACC-000015,PROD-0080,190,Cross-sell,2021-10-12 13:47:42,2021-10-29 14:29:58,Closed Lost,50857.55859375,0.0
OPP-004274,ACC-000005,PROD-0059,325,Upsell,2022-09-05 04:53:33,2023-02-16 14:51:29,Closed Won,64921.37109375,1.0
OPP-004277,ACC-000057,PROD-0072,27,Expansion,2025-01-21 03:07:12,2025-01-25 15:18:51,Closed Won,90674.2265625,1.0
OPP-004278,ACC-000045,PROD-0053,334,Renewal,2024-01-27 11:54:09,2024-02-17 00:20:12,Closed Lost,70192.8203125,0.0
OPP-004287,ACC-000001,PROD-0004,664,Renewal,2024-05-06 13:02:33,2024-10-02 19:37:31,Closed Won,31487.609375,1.0
OPP-004289,ACC-000041,PROD-0081,112,Cross-sell,2024-05-15 20:24:10,2024-07-08 21:51:02,Closed Won,17766.119140625,1.0
OPP-004290,ACC-000007,PROD-0011,906,Upsell,2022-02-22 00:29:32,2022-05-19 14:06:26,Closed Won,78917.6796875,1.0
OPP-004292,ACC-000002,PROD-0077,671,Renewal,2022-03-31 23:49:17,2022-05-14 01:35:17,Closed Won,15604.01953125,1.0
OPP-004294,ACC-000020,PROD-0031,832,Upsell,2021-08-21 01:55:32,2022-02-11 10:09:06,Closed Won,50539.859375,1.0
OPP-004295,ACC-000039,PROD-0085,597,Renewal,2024-05-12 05:11:53,2024-08-24 13:53:25,Closed Lost,60171.3515625,0.0
OPP-004296,ACC-000051,PROD-0061,74,New Business,2022-05-30 09:00:00,2022-08-25 05:08:24,Closed Lost,31026.76953125,0.0
OPP-004305,ACC-000036,PROD-0063,537,Upsell,2024-07-15 11:26:44,2024-11-21 15:27:24,Closed Lost,23673.810546875,0.0
OPP-004311,ACC-000008,PROD-0030,793,Renewal,2023-05-19 06:45:08,2023-05-30 11:01:30,Closed Won,20199.140625,1.0
OPP-004312,ACC-000052,PROD-0041,951,Upsell,2024-01-13 20:26:27,2024-01-15 18:11:05,Closed Lost,94750.9296875,0.0
OPP-004313,ACC-000038,PROD-0020,149,Expansion,2021-09-12 04:04:48,2022-02-10 03:46:12,Closed Lost,21480.919921875,0.0
OPP-004317,ACC-000003,PROD-0083,968,Renewal,2025-06-10 10:40:08,2025-07-29 22:21:15,Closed Won,51797.69140625,1.0
OPP-004320,ACC-000049,PROD-0043,218,Renewal,2022-07-04 03:09:24,2022-08-12 23:09:27,Closed Lost,85806.6796875,0.0
OPP-004321,ACC-000022,PROD-0079,455,Expansion,2021-11-17 12:51:43,2021-11-21 15:36:23,Closed Lost,27549.509765625,0.0
OPP-004325,ACC-000050,PROD-0089,880,Renewal,2022-12-04 06:20:53,2023-05-13 14:16:44,Closed Lost,57799.80078125,0.0
OPP-004327,ACC-000001,PROD-0051,40,Renewal,2024-05-19 20:27:26,2024-09-27 17:59:15,Closed Won,58398.640625,1.0
OPP-004328,ACC-000023,PROD-0087,660,Cross-sell,2021-10-04 16:55:57,2021-11-17 12:51:11,Closed Won,97616.078125,1.0
OPP-004330,ACC-000011,PROD-0075,226,Expansion,2021-11-25 15:21:26,2022-04-30 09:17:34,Closed Won,95393.96875,1.0
OPP-004332,ACC-000038,PROD-0081,107,Expansion,2025-01-08 15:10:25,2025-05-18 14:08:41,Closed Won,38002.51171875,1.0
OPP-004334,ACC-000009,PROD-0086,847,Cross-sell,2024-07-27 06:50:02,2024-08-29 17:19:49,Closed Lost,74697.0,0.0
OPP-004337,ACC-000055,PROD-0096,502,Cross-sell,2023-09-02 17:07:03,2023-09-24 14:57:37,Closed Won,94098.4765625,1.0
OPP-004340,ACC-000062,PROD-0091,656,New Business,2022-11-11 20:05:43,2023-03-01 23:27:26,Closed Won,20798.48046875,1.0
OPP-004341,ACC-000039,PROD-0003,258,Cross-sell,2024-02-27 06:01:15,2024-04-05 01:22:34,Closed Won,91310.3984375,1.0
OPP-004343,ACC-000016,PROD-0027,782,Cross-sell,2022-05-16 07:41:47,2022-08-30 12:12:49,Closed Won,57292.23046875,1.0
OPP-004347,ACC-000018,PROD-0021,342,Upsell,2022-01-02 05:37:37,2022-02-17 08:43:38,Closed Lost,81152.1796875,0.0
OPP-004349,ACC-000032,PROD-0028,972,Expansion,2021-12-10 01:25:10,2022-02-18 07:11:08,Closed Won,49715.48828125,1.0
OPP-004350,ACC-000011,PROD-0084,89,Expansion,2022-11-12 21:45:19,2022-12-17 14:53:25,Closed Won,14685.580078125,1.0
OPP-004353,ACC-000028,PROD-0095,597,Expansion,2024-04-09 12:20:46,2024-06-10 22:07:56,Closed Lost,28375.919921875,0.0
OPP-004354,ACC-000049,PROD-0044,574,Expansion,2021-07-17 04:25:37,2021-10-01 18:10:05,Closed Lost,32684.310546875,0.0
OPP-004356,ACC-000025,PROD-0020,433,Renewal,2023-06-11 06:08:07,2023-07-24 23:51:28,Closed Lost,6425.64990234375,0.0
OPP-004363,ACC-000038,PROD-0040,710,Renewal,2023-01-22 18:17:56,2023-02-01 07:04:09,Closed Lost,70975.6484375,0.0
OPP-004364,ACC-000047,PROD-0002,302,Upsell,2021-10-11 04:01:13,2022-04-02 02:33:47,Closed Lost,43113.5703125,0.0
OPP-004367,ACC-000058,PROD-0041,72,Cross-sell,2022-10-09 23:44:25,2023-03-09 00:45:35,Closed Won,34292.359375,1.0
OPP-004373,ACC-000055,PROD-0007,348,Cross-sell,2024-11-08 18:01:52,2025-04-23 21:29:07,Closed Lost,28477.859375,0.0
OPP-004376,ACC-000024,PROD-0063,58,Cross-sell,2022-07-24 22:44:18,2022-08-13 08:16:48,Closed Won,11623.6298828125,1.0
OPP-004380,ACC-000016,PROD-0072,226,Renewal,2024-06-14 06:14:50,2024-08-29 17:05:36,Closed Won,39473.46875,1.0
OPP-004381,ACC-000030,PROD-0090,289,Cross-sell,2024-05-16 15:41:31,2024-10-14 10:42:22,Closed Won,24045.25,1.0
OPP-004383,ACC-000026,PROD-0072,661,Renewal,2022-01-21 01:46:19,2022-03-27 13:13:15,Closed Lost,92082.34375,0.0
OPP-004385,ACC-000044,PROD-0080,391,New Business,2024-03-11 13:25:20,2024-08-07 11:16:38,Closed Lost,75150.9375,0.0
OPP-004390,ACC-000026,PROD-0067,281,New Business,2024-04-28 17:49:30,2024-08-01 08:42:55,Closed Lost,38012.2890625,0.0
OPP-004392,ACC-000039,PROD-0061,659,Upsell,2022-12-01 03:21:25,2022-12-05 13:36:22,Closed Won,8961.0,1.0
OPP-004393,ACC-000051,PROD-0081,233,Renewal,2024-01-29 21:29:43,2024-07-26 00:12:16,Closed Won,87395.5703125,1.0
OPP-004396,ACC-000060,PROD-0062,365,New Business,2023-02-12 13:34:04,2023-05-23 19:07:19,Closed Won,4857.14013671875,1.0
OPP-004400,ACC-000033,PROD-0090,855,Expansion,2023-08-19 14:35:18,2023-12-12 16:23:24,Closed Won,18334.970703125,1.0
OPP-004406,ACC-000011,PROD-0071,340,Cross-sell,2024-09-19 13:06:04,2025-03-13 16:23:46,Closed Won,4124.22998046875,1.0
OPP-004407,ACC-000035,PROD-0043,634,Expansion,2022-01-07 06:52:40,2022-03-09 06:13:00,Closed Won,15999.830078125,1.0
OPP-004410,ACC-000060,PROD-0071,479,Cross-sell,2023-04-25 05:17:14,2023-09-20 06:18:29,Closed Won,92515.953125,1.0
OPP-004411,ACC-000031,PROD-0083,811,Upsell,2022-07-11 21:46:18,2022-11-10 06:05:29,Closed Lost,12964.3798828125,0.0
OPP-004412,ACC-000031,PROD-0014,151,Cross-sell,2021-10-29 21:35:21,2021-11-11 12:51:02,Closed Won,27257.58984375,1.0
OPP-004414,ACC-000035,PROD-0088,105,Renewal,2023-01-31 08:58:54,2023-05-09 05:12:55,Closed Won,80053.7109375,1.0
OPP-004420,ACC-000016,PROD-0075,959,Upsell,2024-03-21 22:40:26,2024-03-30 07:19:55,Closed Won,37976.8203125,1.0
OPP-004421,ACC-000025,PROD-0011,41,Expansion,2022-07-03 09:23:48,2022-11-22 05:34:44,Closed Won,80490.3671875,1.0
OPP-004423,ACC-000015,PROD-0068,549,Cross-sell,2023-05-18 21:02:26,2023-10-10 10:13:17,Closed Won,60667.23828125,1.0
OPP-004424,ACC-000031,PROD-0024,616,Upsell,2025-03-22 11:01:59,2025-05-26 06:50:19,Closed Lost,94253.9296875,0.0
OPP-004425,ACC-000036,PROD-0047,600,New Business,2022-01-23 03:33:57,2022-03-19 03:43:44,Closed Lost,16847.720703125,0.0
OPP-004426,ACC-000023,PROD-0053,504,Expansion,2022-11-03 20:25:41,2023-03-09 19:49:51,Closed Won,28186.609375,1.0
OPP-004427,ACC-000016,PROD-0067,320,Cross-sell,2024-11-02 02:07:47,2025-03-30 18:17:17,Closed Lost,10497.650390625,0.0
OPP-004428,ACC-000041,PROD-0092,192,Expansion,2021-08-29 02:24:09,2021-12-09 05:50:45,Closed Won,27194.44921875,1.0
OPP-004432,ACC-000052,PROD-0010,815,Renewal,2024-12-12 01:46:26,2025-02-07 02:04:19,Closed Lost,17875.630859375,0.0
OPP-004436,ACC-000012,PROD-0041,490,Renewal,2025-02-03 05:44:54,2025-06-26 13:11:04,Closed Lost,73046.4296875,0.0
OPP-004440,ACC-000047,PROD-0038,82,Expansion,2022-05-14 07:09:32,2022-08-28 00:32:01,Closed Lost,42364.3984375,0.0
OPP-004442,ACC-000054,PROD-0033,864,New Business,2025-05-06 23:25:18,2025-11-02 04:06:42,Closed Lost,80315.8984375,0.0
OPP-004443,ACC-000039,PROD-0022,236,Renewal,2024-04-26 14:57:00,2024-06-14 20:17:21,Closed Lost,82382.1875,0.0
OPP-004450,ACC-000017,PROD-0033,43,New Business,2025-03-15 06:33:31,2025-05-29 08:24:42,Closed Won,72050.328125,1.0
OPP-004456,ACC-000055,PROD-0085,959,Renewal,2021-07-07 23:00:56,2021-07-21 12:09:07,Closed Lost,15964.1904296875,0.0
OPP-004459,ACC-000018,PROD-0036,350,Upsell,2021-10-15 06:57:20,2021-11-22 15:54:34,Closed Lost,69410.75,0.0
OPP-004467,ACC-000031,PROD-0062,816,Cross-sell,2022-03-25 08:49:58,2022-07-19 10:41:30,Closed Won,31493.830078125,1.0
OPP-004468,ACC-000036,PROD-0087,280,Renewal,2023-10-29 04:13:54,2024-04-08 14:00:06,Closed Won,84731.1484375,1.0
OPP-004477,ACC-000062,PROD-0047,763,Upsell,2023-06-24 03:31:08,2023-08-24 15:02:29,Closed Lost,82084.7421875,0.0
OPP-004478,ACC-000003,PROD-0031,827,Upsell,2022-03-10 14:00:46,2022-07-29 17:15:22,Closed Lost,78726.6484375,0.0
OPP-004480,ACC-000053,PROD-0085,6,Expansion,2022-07-14 01:11:35,2022-10-05 09:15:16,Closed Won,34225.03125,1.0
OPP-004481,ACC-000043,PROD-0018,912,Cross-sell,2022-03-29 15:43:16,2022-07-26 07:11:33,Closed Lost,85459.8515625,0.0
OPP-004482,ACC-000045,PROD-0042,76,Expansion,2022-07-20 07:58:55,2022-09-18 04:32:01,Closed Lost,45884.16015625,0.0
OPP-004486,ACC-000055,PROD-0062,213,Expansion,2024-03-11 22:45:18,2024-04-21 01:21:06,Closed Won,93775.9765625,1.0
OPP-004487,ACC-000043,PROD-0052,832,Expansion,2022-08-24 21:26:00,2023-02-09 08:37:39,Closed Won,29158.080078125,1.0
OPP-004490,ACC-000027,PROD-0054,667,Renewal,2021-10-30 20:56:25,2022-01-09 16:42:48,Closed Won,5398.31982421875,1.0
OPP-004492,ACC-000017,PROD-0055,759,Expansion,2023-02-05 08:03:27,2023-03-10 21:54:14,Closed Won,16082.580078125,1.0
OPP-004494,ACC-000059,PROD-0012,662,Renewal,2023-05-15 05:25:17,2023-08-06 07:20:00,Closed Won,11679.0703125,1.0
OPP-004499,ACC-000002,PROD-0062,441,Upsell,2024-09-21 16:40:46,2024-10-22 23:07:32,Closed Won,72104.3984375,1.0
OPP-004500,ACC-000009,PROD-0100,190,Upsell,2024-12-22 18:46:24,2025-05-26 21:01:28,Closed Lost,30755.390625,0.0
OPP-004503,ACC-000014,PROD-0050,754,Upsell,2024-09-24 04:30:43,2024-12-08 06:03:17,Closed Lost,45019.109375,0.0
OPP-004507,ACC-000049,PROD-0052,749,Renewal,2024-09-19 10:01:03,2025-03-15 10:24:48,Closed Lost,85259.609375,0.0
OPP-004512,ACC-000047,PROD-0065,908,Upsell,2022-02-20 22:28:39,2022-06-09 06:57:18,Closed Lost,55724.87109375,0.0
