0,1,2
OPP-007580,Dell Technologies Inc.,2025-05-20 03:09:42
OPP-007590,SAP SE,2025-04-15 18:22:46
OPP-007653,Edwards Lifesciences Corporation,2025-06-23 11:58:05
OPP-007654,The Clorox Company,2025-05-12 07:00:04
OPP-007656,The Coca-Cola Company,2025-04-16 01:29:46
OPP-007657,Dover Corporation,2025-05-31 22:25:44
OPP-007674,"First Solar, Inc.",2025-06-10 01:11:46
OPP-007681,Hewlett Packard Enterprise Company,2025-06-16 02:49:50
OPP-007694,"EPAM Systems, Inc.",2025-06-03 23:35:41
OPP-007697,Dell Technologies Inc.,2025-05-08 15:42:26
OPP-007736,The Clorox Company,2025-06-26 00:00:25
OPP-007738,Cognizant Technology Solutions Corporation,2025-04-22 01:57:49
OPP-007801,Duke Energy Corporation,2025-04-22 14:56:09
OPP-007808,Emerson Electric Co.,2025-06-12 18:08:39
OPP-007810,Duke Energy Corporation,2025-05-15 02:48:20
OPP-007869,"First Solar, Inc.",2025-05-19 09:48:44
OPP-007882,EQT Corporation,2025-06-05 14:57:29
OPP-007910,"Salesforce, Inc.",2025-06-12 11:18:30
OPP-007921,Duke Energy Corporation,2025-05-25 14:28:36
OPP-007923,Citigroup Inc.,2025-05-03 06:59:59
OPP-007931,Colgate-Palmolive Company,2025-04-22 16:12:25
OPP-007932,Spotify Technology S.A.,2025-04-24 02:47:22
OPP-007939,Snowflake Inc.,2025-05-28 20:47:48
OPP-007941,Ford Motor Company,2025-05-13 06:07:29
OPP-007954,"Citizens Financial Group, Inc.",2025-05-22 01:25:44
OPP-007955,CMS Energy Corporation,2025-06-22 13:30:26
OPP-007976,Atlassian Corporation,2025-04-22 11:33:29
OPP-007979,Eastman Chemical Company,2025-06-09 05:42:03
OPP-008001,"D.R. Horton, Inc.",2025-04-03 21:56:17
OPP-008003,"HubSpot, Inc.",2025-05-24 03:48:22
OPP-008007,"Citizens Financial Group, Inc.",2025-06-03 18:10:41
OPP-008018,"Fortinet, Inc.",2025-04-12 03:21:36
OPP-008035,Dover Corporation,2025-05-24 15:04:13
OPP-008038,CME Group Inc.,2025-05-26 11:22:47
OPP-008065,"Coinbase Global, Inc.",2025-04-14 16:03:32
OPP-008066,Dell Technologies Inc.,2025-06-04 02:09:41
OPP-008069,Zoom Communications Inc.,2025-06-15 22:55:38
OPP-008162,Ford Motor Company,2025-04-10 20:16:22
OPP-008205,Snowflake Inc.,2025-05-15 16:04:29
OPP-008266,"Dropbox, Inc.",2025-05-26 03:35:02
OPP-008366,Tata Consultancy Services Limited,2025-05-29 15:41:14
OPP-008382,"Fortinet, Inc.",2025-04-04 03:40:02
OPP-008397,Intuit Inc.,2025-05-30 19:16:11
OPP-008404,"Meta Platforms, Inc.",2025-04-10 10:22:25
OPP-008420,The Coca-Cola Company,2025-06-21 21:53:16
OPP-008421,"Dropbox, Inc.",2025-06-07 17:45:40
OPP-008455,"HubSpot, Inc.",2025-06-08 23:35:02
OPP-008491,"HubSpot, Inc.",2025-05-11 00:16:14
OPP-008506,The Coca-Cola Company,2025-04-20 09:17:25
OPP-008558,Electronic Arts Inc.,2025-05-28 16:24:55
OPP-008563,Colgate-Palmolive Company,2025-06-17 05:39:53
OPP-008573,Colgate-Palmolive Company,2025-05-13 19:47:24
OPP-008575,"Meta Platforms, Inc.",2025-05-21 05:29:32
OPP-008578,Fortive Corporation,2025-05-30 04:07:24
OPP-008594,"Vmware, Inc",2025-06-08 12:13:31
OPP-008608,"Vmware, Inc",2025-04-17 18:20:58
OPP-008635,FirstEnergy Corp.,2025-04-26 03:43:35
OPP-008637,Edison International,2025-04-23 03:46:13
OPP-008640,CMS Energy Corporation,2025-05-05 13:35:41
OPP-008678,Fortive Corporation,2025-06-12 16:48:52
OPP-008682,FirstEnergy Corp.,2025-05-24 15:39:47
OPP-008702,Atlassian Corporation,2025-04-28 23:18:33
OPP-008719,"First Solar, Inc.",2025-04-01 03:33:11
OPP-008766,Oracle Corporation,2025-05-30 17:22:28
OPP-008781,"Fortinet, Inc.",2025-04-28 15:41:33
OPP-008787,"Fortinet, Inc.",2025-04-28 06:20:26
OPP-008792,"Amazon.com, Inc.",2025-05-01 07:15:31
OPP-008795,"Salesforce, Inc.",2025-05-17 02:23:04
OPP-008819,"Meta Platforms, Inc.",2025-06-10 16:58:08
OPP-008823,"D.R. Horton, Inc.",2025-06-19 15:54:01
OPP-008824,FirstEnergy Corp.,2025-04-28 00:25:47
OPP-008834,Infosys Limited,2025-04-05 20:23:43
OPP-008878,"First Solar, Inc.",2025-05-16 14:36:41
OPP-008885,"Dominion Energy, Inc.",2025-05-23 00:05:34
OPP-008890,"Dominion Energy, Inc.",2025-06-20 10:50:18
OPP-008894,Microsoft Corporation,2025-04-23 14:23:21
OPP-008906,Tata Consultancy Services Limited,2025-04-04 06:50:50
OPP-008918,"Elevance Health, Inc.",2025-05-19 07:57:59
OPP-008974,Edison International,2025-05-09 10:17:03
OPP-008993,Wipro Limited,2025-06-18 18:22:28
OPP-009039,Intuit Inc.,2025-04-15 08:37:08
OPP-009045,Atlassian Corporation,2025-05-25 20:08:54
OPP-009047,"Vmware, Inc",2025-05-02 05:39:02
OPP-009048,Oracle Corporation,2025-06-15 19:08:10
OPP-009065,Alphabet Inc.,2025-06-08 07:13:07
OPP-009076,"Dominion Energy, Inc.",2025-05-15 20:28:36
OPP-009094,"Cisco Systems, Inc.",2025-06-20 18:53:11
OPP-009102,International Business Machines Corporation,2025-05-11 19:32:00
OPP-009177,SAP SE,2025-05-29 13:40:11
OPP-009199,Intuit Inc.,2025-04-27 09:16:12
OPP-009218,Infosys Limited,2025-06-03 19:27:48
OPP-009261,"Enphase Energy, Inc.",2025-05-17 04:32:41
OPP-009267,"EOG Resources, Inc.",2025-06-23 08:52:24
OPP-009269,"ServiceNow, Inc.",2025-05-29 21:28:37
OPP-009274,Citigroup Inc.,2025-04-18 01:04:48
OPP-009290,DTE Energy Company,2025-05-27 23:37:26
OPP-009291,"First Solar, Inc.",2025-05-10 11:10:48
OPP-009342,Citigroup Inc.,2025-05-16 19:53:19
OPP-009350,Infosys Limited,2025-04-25 10:09:35
OPP-009400,Atlassian Corporation,2025-04-26 16:18:37
OPP-009411,"Coinbase Global, Inc.",2025-06-06 04:34:46
OPP-009419,Cognizant Technology Solutions Corporation,2025-04-22 05:17:38
OPP-009435,Citigroup Inc.,2025-05-16 09:44:40
OPP-009437,"Citizens Financial Group, Inc.",2025-05-06 11:07:03
OPP-009444,Dell Technologies Inc.,2025-04-23 18:36:59
OPP-009470,"First Solar, Inc.",2025-06-22 02:46:10
OPP-009486,International Business Machines Corporation,2025-05-23 19:22:18
OPP-009488,"DuPont de Nemours, Inc.",2025-05-06 05:06:45
OPP-009489,The Coca-Cola Company,2025-05-01 12:59:22
OPP-009519,Slack Technologies Inc,2025-05-04 10:09:30
OPP-009521,"Fiserv, Inc.",2025-04-05 17:29:46
OPP-009555,"Workday, Inc.",2025-04-16 08:52:19
OPP-009564,Zoom Communications Inc.,2025-06-04 23:14:21
OPP-009603,"HubSpot, Inc.",2025-06-16 16:39:25
OPP-009659,"Meta Platforms, Inc.",2025-05-10 11:30:18
OPP-009673,Dover Corporation,2025-06-02 08:15:35
OPP-009707,"Fortinet, Inc.",2025-05-04 14:25:58
OPP-009730,"DoorDash, Inc.",2025-05-16 20:10:20
OPP-009757,Zoom Communications Inc.,2025-05-31 14:54:19
OPP-009768,Colgate-Palmolive Company,2025-04-10 03:18:56
OPP-009780,"Fiserv, Inc.",2025-04-10 04:51:06
OPP-009803,"HubSpot, Inc.",2025-04-16 04:15:41
OPP-009824,"Coinbase Global, Inc.",2025-06-09 21:25:54
OPP-009838,CME Group Inc.,2025-04-24 22:23:25
OPP-009901,Cognizant Technology Solutions Corporation,2025-04-22 12:39:38
OPP-009933,"Dominion Energy, Inc.",2025-06-04 10:31:54
OPP-009942,"ServiceNow, Inc.",2025-05-10 14:59:28
OPP-009952,The Clorox Company,2025-05-17 18:20:44
OPP-009962,Duke Energy Corporation,2025-04-22 07:20:52
OPP-009970,Spotify Technology S.A.,2025-04-23 18:56:30
OPP-009980,Entergy Corporation,2025-04-25 23:20:45
OPP-010020,"Netflix, Inc.",2025-04-01 04:05:05
OPP-010023,Emerson Electric Co.,2025-04-25 22:43:03
OPP-010031,"Meta Platforms, Inc.",2025-06-19 11:03:08
OPP-010035,Electronic Arts Inc.,2025-05-06 00:23:55
OPP-010067,"First Solar, Inc.",2025-06-02 18:40:54
OPP-010104,Cognizant Technology Solutions Corporation,2025-04-04 08:11:41
OPP-010136,Oracle Corporation,2025-06-13 06:50:01
OPP-010145,Atlassian Corporation,2025-04-28 03:49:34
OPP-010147,"Amazon.com, Inc.",2025-04-16 22:56:19
OPP-010153,International Business Machines Corporation,2025-06-24 22:14:50
OPP-010162,Dover Corporation,2025-06-01 11:36:26
OPP-010218,"HubSpot, Inc.",2025-05-12 23:51:32
OPP-010224,Alphabet Inc.,2025-04-12 20:58:09
OPP-010254,Equifax Inc.,2025-05-04 00:33:31
OPP-010283,Hewlett Packard Enterprise Company,2025-06-04 21:17:29
OPP-010327,"Vmware, Inc",2025-04-12 14:33:10
OPP-010367,Alphabet Inc.,2025-05-18 16:30:20
OPP-010382,EQT Corporation,2025-04-20 02:50:11
OPP-010392,Hewlett Packard Enterprise Company,2025-05-10 09:22:45
OPP-010406,FirstEnergy Corp.,2025-05-19 12:06:57
OPP-010415,"HubSpot, Inc.",2025-05-29 16:43:43
OPP-010421,"Citizens Financial Group, Inc.",2025-04-07 04:18:14
OPP-010458,"First Solar, Inc.",2025-04-30 07:30:09
OPP-010471,Citigroup Inc.,2025-04-26 18:07:53
OPP-010472,"DuPont de Nemours, Inc.",2025-06-05 07:05:13
OPP-010485,"EOG Resources, Inc.",2025-05-23 19:50:31
OPP-010513,Dell Technologies Inc.,2025-04-20 05:07:32
OPP-010523,Cognizant Technology Solutions Corporation,2025-04-21 06:45:01
OPP-010566,Duke Energy Corporation,2025-06-10 10:52:43
OPP-010614,"Cisco Systems, Inc.",2025-05-04 15:58:55
OPP-010628,CMS Energy Corporation,2025-05-16 06:28:06
OPP-010633,Emerson Electric Co.,2025-04-13 08:54:01
OPP-010644,"D.R. Horton, Inc.",2025-04-08 09:28:31
OPP-010646,Snowflake Inc.,2025-06-18 21:01:03
OPP-010652,"Dropbox, Inc.",2025-04-27 00:45:30
OPP-010657,Intuit Inc.,2025-05-27 17:46:58
OPP-010659,"Elevance Health, Inc.",2025-06-10 02:41:14
OPP-010677,"Meta Platforms, Inc.",2025-05-22 11:26:42
OPP-010678,Tata Consultancy Services Limited,2025-05-29 11:44:41
OPP-010681,"DoorDash, Inc.",2025-05-11 16:36:44
OPP-010725,Edwards Lifesciences Corporation,2025-04-14 09:20:57
OPP-010727,SAP SE,2025-04-27 02:27:49
OPP-010756,CMS Energy Corporation,2025-04-14 19:10:29
OPP-010770,Ford Motor Company,2025-06-03 10:35:12
OPP-010773,Edwards Lifesciences Corporation,2025-05-03 12:02:53
OPP-010776,"HubSpot, Inc.",2025-05-20 08:32:06
OPP-010781,"ServiceNow, Inc.",2025-05-23 23:43:42
OPP-010791,"Citizens Financial Group, Inc.",2025-05-31 03:00:30
OPP-010796,Atlassian Corporation,2025-04-29 22:00:00
OPP-010801,Electronic Arts Inc.,2025-05-18 00:16:58
OPP-010828,Wipro Limited,2025-04-30 02:49:18
OPP-010847,"EOG Resources, Inc.",2025-04-04 07:16:34
OPP-010848,"Cisco Systems, Inc.",2025-04-01 20:37:40
OPP-010874,"EPAM Systems, Inc.",2025-06-17 21:26:27
OPP-010885,Colgate-Palmolive Company,2025-05-30 14:24:24
OPP-010889,The Coca-Cola Company,2025-04-29 02:25:36
OPP-010924,Zoom Communications Inc.,2025-06-16 15:03:16
OPP-010928,Fortive Corporation,2025-04-29 00:48:58
OPP-010950,"Vmware, Inc",2025-05-13 11:14:28
OPP-010952,Intuit Inc.,2025-06-23 11:29:06
OPP-010959,Cognizant Technology Solutions Corporation,2025-05-12 13:58:33
OPP-010967,Oracle Corporation,2025-04-24 11:05:54
OPP-011040,"Salesforce, Inc.",2025-04-11 00:31:29
OPP-011043,Fortive Corporation,2025-06-23 08:10:06
OPP-011069,CME Group Inc.,2025-06-14 05:20:14
OPP-011073,Hewlett Packard Enterprise Company,2025-06-16 23:14:37
OPP-011085,"Salesforce, Inc.",2025-05-28 00:13:10
OPP-011091,Hewlett Packard Enterprise Company,2025-06-14 16:54:05
OPP-011100,CME Group Inc.,2025-05-11 00:51:43
OPP-011103,Adobe Inc.,2025-05-03 16:29:51
OPP-011112,Equifax Inc.,2025-04-27 22:37:22
OPP-011118,Alphabet Inc.,2025-05-12 13:37:06
OPP-011128,"D.R. Horton, Inc.",2025-05-02 08:18:10
OPP-011131,Eastman Chemical Company,2025-05-10 22:35:45
OPP-011147,Infosys Limited,2025-06-13 17:46:08
OPP-011151,DTE Energy Company,2025-04-17 08:01:08
OPP-011156,"HubSpot, Inc.",2025-04-04 07:26:02
OPP-011158,"Amazon.com, Inc.",2025-04-05 16:29:52
OPP-011167,Slack Technologies Inc,2025-06-20 02:07:55
OPP-011186,Wipro Limited,2025-05-03 07:43:33
OPP-011187,The Coca-Cola Company,2025-05-21 09:53:24
OPP-011190,"Fortinet, Inc.",2025-05-05 17:01:17
OPP-011210,Oracle Corporation,2025-06-06 21:50:09
OPP-011218,Hewlett Packard Enterprise Company,2025-05-03 17:13:52
OPP-011242,Edison International,2025-05-17 10:09:32
OPP-011243,Duke Energy Corporation,2025-05-25 20:11:06
OPP-011249,Duke Energy Corporation,2025-04-20 04:17:14
OPP-011269,Cognizant Technology Solutions Corporation,2025-05-10 12:24:10
OPP-011283,Dover Corporation,2025-05-24 15:19:49
OPP-011363,"EPAM Systems, Inc.",2025-04-24 13:26:40
OPP-011371,EQT Corporation,2025-05-22 01:06:48
OPP-011372,"Amazon.com, Inc.",2025-05-19 03:53:24
OPP-011399,Infosys Limited,2025-06-02 02:17:30
OPP-011403,Equifax Inc.,2025-04-25 06:13:03
OPP-011425,Intuit Inc.,2025-05-05 00:04:56
OPP-011490,Microsoft Corporation,2025-05-12 10:26:08
OPP-011492,Entergy Corporation,2025-04-30 15:23:01
OPP-011494,"Dropbox, Inc.",2025-05-21 02:54:45
OPP-011503,"DoorDash, Inc.",2025-04-29 13:21:02
OPP-011508,Dover Corporation,2025-05-14 08:28:12
OPP-011516,Emerson Electric Co.,2025-04-12 00:06:08
OPP-011528,"D.R. Horton, Inc.",2025-04-12 13:16:56
OPP-011557,Atlassian Corporation,2025-06-02 12:06:09
OPP-011565,EQT Corporation,2025-04-03 00:24:30
OPP-011586,"Fortinet, Inc.",2025-05-11 21:46:41
OPP-011597,"Cisco Systems, Inc.",2025-06-23 00:00:13
OPP-011669,Sigmasoft Infotech Pvt.Ltd,2025-05-14 10:05:32
OPP-011715,Spotify Technology S.A.,2025-04-24 11:10:51
OPP-011722,Fortive Corporation,2025-05-20 06:52:57
OPP-011736,Alphabet Inc.,2025-04-23 10:54:57
OPP-011751,Electronic Arts Inc.,2025-06-17 01:36:16
OPP-011761,"Fortinet, Inc.",2025-04-05 22:31:01
OPP-011769,DTE Energy Company,2025-04-11 11:01:59
OPP-011770,"Meta Platforms, Inc.",2025-04-02 09:49:15
OPP-011792,"Cisco Systems, Inc.",2025-05-29 00:20:51
OPP-011798,"Elevance Health, Inc.",2025-06-24 10:23:08
OPP-011801,Atlassian Corporation,2025-04-02 11:00:41
OPP-011807,Citigroup Inc.,2025-06-12 12:35:09
OPP-011831,Fortive Corporation,2025-04-24 09:02:45
OPP-011838,Equifax Inc.,2025-05-26 19:40:56
OPP-011843,Cognizant Technology Solutions Corporation,2025-06-13 21:31:48
OPP-011844,Duke Energy Corporation,2025-06-15 10:49:01
OPP-011851,"Amazon.com, Inc.",2025-04-05 14:36:27
OPP-011874,CMS Energy Corporation,2025-04-22 15:31:42
OPP-011911,Eastman Chemical Company,2025-04-29 12:02:55
OPP-011928,"Cisco Systems, Inc.",2025-04-10 06:02:54
OPP-011935,Edwards Lifesciences Corporation,2025-04-03 00:25:58
OPP-011937,"Citizens Financial Group, Inc.",2025-06-04 01:45:17
OPP-011945,"Meta Platforms, Inc.",2025-04-10 17:40:27
OPP-011949,Sigmasoft Infotech Pvt.Ltd,2025-05-25 02:23:06
OPP-011974,Colgate-Palmolive Company,2025-06-19 06:36:37
OPP-011987,Electronic Arts Inc.,2025-06-23 00:56:20
OPP-012004,Dover Corporation,2025-04-19 06:29:04
OPP-012047,"Workday, Inc.",2025-05-27 01:14:59
OPP-012073,Entergy Corporation,2025-05-05 19:12:44
OPP-012082,DTE Energy Company,2025-05-31 07:58:16
OPP-012104,"ServiceNow, Inc.",2025-06-20 21:07:13
OPP-012113,Edwards Lifesciences Corporation,2025-06-04 11:30:01
OPP-012121,Zoom Communications Inc.,2025-04-30 04:29:05
OPP-012141,Atlassian Corporation,2025-05-05 01:51:32
OPP-012154,"ServiceNow, Inc.",2025-05-14 18:41:53
OPP-012166,Tata Consultancy Services Limited,2025-04-23 02:01:04
OPP-012186,DTE Energy Company,2025-05-26 14:45:52
OPP-012188,"Dropbox, Inc.",2025-06-08 23:08:46
OPP-012223,Spotify Technology S.A.,2025-05-28 21:05:35
OPP-012253,FirstEnergy Corp.,2025-06-24 02:18:33
OPP-012268,"DuPont de Nemours, Inc.",2025-06-13 11:43:18
OPP-012275,"Vmware, Inc",2025-05-08 08:04:32
OPP-012279,Wipro Limited,2025-04-09 04:30:43
OPP-012295,Electronic Arts Inc.,2025-04-13 16:52:03
OPP-012305,Ford Motor Company,2025-05-23 06:05:47
OPP-012310,SAP SE,2025-05-26 16:42:57
OPP-012322,"Workday, Inc.",2025-06-02 02:35:21
OPP-012338,Fortive Corporation,2025-06-18 17:46:13
OPP-012343,Cognizant Technology Solutions Corporation,2025-06-07 08:04:36
OPP-012344,Atlassian Corporation,2025-05-05 16:48:14
OPP-012346,The Coca-Cola Company,2025-05-07 21:15:13
OPP-012361,"Fortinet, Inc.",2025-04-11 23:51:14
OPP-012386,"Workday, Inc.",2025-04-06 21:40:25
OPP-012395,"Meta Platforms, Inc.",2025-06-16 03:14:56
OPP-012410,Spotify Technology S.A.,2025-06-18 16:19:16
OPP-012411,Wipro Limited,2025-06-08 20:49:58
OPP-012413,Tata Consultancy Services Limited,2025-06-19 15:46:21
OPP-012444,Cognizant Technology Solutions Corporation,2025-06-05 16:06:31
OPP-012449,Fortive Corporation,2025-04-13 04:13:53
OPP-012463,Snowflake Inc.,2025-06-08 22:32:29
OPP-012492,Entergy Corporation,2025-04-14 01:37:06
OPP-012514,"Dropbox, Inc.",2025-04-08 05:10:59
OPP-012559,"Coinbase Global, Inc.",2025-06-20 10:57:18
OPP-012577,"Amazon.com, Inc.",2025-05-10 22:42:56
OPP-012583,Dover Corporation,2025-05-14 16:35:22
OPP-012600,Electronic Arts Inc.,2025-05-21 07:05:19
OPP-012631,Hewlett Packard Enterprise Company,2025-04-18 18:50:22
OPP-012650,Adobe Inc.,2025-06-15 14:48:13
OPP-012661,Oracle Corporation,2025-04-18 15:42:52
OPP-012699,International Business Machines Corporation,2025-04-09 06:19:20
OPP-012710,Edwards Lifesciences Corporation,2025-06-22 22:46:41
OPP-012725,EQT Corporation,2025-05-03 03:27:03
OPP-012752,Ford Motor Company,2025-05-02 08:45:09
OPP-012765,Dover Corporation,2025-04-22 01:45:42
OPP-012772,"Dominion Energy, Inc.",2025-04-06 13:13:13
OPP-012781,Slack Technologies Inc,2025-06-18 10:55:18
OPP-012787,"Netflix, Inc.",2025-05-30 19:49:54
OPP-012811,"Salesforce, Inc.",2025-04-01 02:13:40
OPP-012824,"Netflix, Inc.",2025-06-16 20:32:08
OPP-012834,Snowflake Inc.,2025-05-19 23:12:29
OPP-012865,Wipro Limited,2025-05-20 04:23:52
OPP-012867,"DuPont de Nemours, Inc.",2025-06-04 05:35:02
OPP-012873,Oracle Corporation,2025-04-25 17:59:21
OPP-012882,"Dominion Energy, Inc.",2025-04-28 17:35:41
OPP-012923,"Salesforce, Inc.",2025-06-06 03:26:10
OPP-012937,"Workday, Inc.",2025-06-09 19:21:24
OPP-012942,The Clorox Company,2025-06-06 06:09:10
OPP-012943,Dover Corporation,2025-04-10 01:28:42
OPP-012951,"ServiceNow, Inc.",2025-06-24 01:46:03
OPP-012957,"Cisco Systems, Inc.",2025-06-08 21:56:38
OPP-012981,Hewlett Packard Enterprise Company,2025-04-21 08:42:10
OPP-012982,"Coinbase Global, Inc.",2025-06-19 01:43:32
OPP-012995,"Fortinet, Inc.",2025-05-24 18:21:54
OPP-013001,Zoom Communications Inc.,2025-04-15 14:41:52
OPP-013009,Zoom Communications Inc.,2025-05-31 16:55:39
OPP-013012,Spotify Technology S.A.,2025-04-22 02:24:20
OPP-013087,Equifax Inc.,2025-06-23 19:53:00
OPP-013089,"EPAM Systems, Inc.",2025-04-19 19:43:50
OPP-013116,Edwards Lifesciences Corporation,2025-05-20 17:47:26
OPP-013130,Hewlett Packard Enterprise Company,2025-04-02 03:48:26
OPP-013135,Colgate-Palmolive Company,2025-05-08 00:34:54
OPP-013162,"Elevance Health, Inc.",2025-04-10 11:54:45
OPP-013165,Equifax Inc.,2025-06-06 23:04:08
OPP-013188,The Coca-Cola Company,2025-06-10 19:09:50
OPP-013190,"DuPont de Nemours, Inc.",2025-04-02 09:21:02
OPP-013194,Sigmasoft Infotech Pvt.Ltd,2025-06-01 13:00:01
OPP-013200,Citigroup Inc.,2025-04-13 11:44:59
OPP-013205,Dell Technologies Inc.,2025-05-03 11:28:30
OPP-013223,Eastman Chemical Company,2025-04-25 21:17:30
OPP-013243,Snowflake Inc.,2025-06-05 11:41:05
OPP-013255,"Fiserv, Inc.",2025-06-13 22:58:51
OPP-013264,"Enphase Energy, Inc.",2025-05-05 22:09:44
OPP-013271,"Amazon.com, Inc.",2025-06-14 23:34:07
OPP-013280,Zoom Communications Inc.,2025-06-23 07:27:15
OPP-013309,Infosys Limited,2025-05-13 15:17:07
OPP-013310,EQT Corporation,2025-05-18 05:38:23
OPP-013354,Slack Technologies Inc,2025-04-26 15:03:44
OPP-013392,"EOG Resources, Inc.",2025-06-26 07:59:55
OPP-013435,"DuPont de Nemours, Inc.",2025-05-16 19:50:13
OPP-013439,EQT Corporation,2025-06-20 08:51:32
OPP-013449,Dover Corporation,2025-06-13 11:59:48
OPP-013462,Citigroup Inc.,2025-04-13 07:37:05
OPP-013476,Dell Technologies Inc.,2025-05-24 21:19:55
OPP-013517,Cognizant Technology Solutions Corporation,2025-05-13 08:48:34
OPP-013523,FirstEnergy Corp.,2025-04-10 11:12:59
OPP-013598,"First Solar, Inc.",2025-04-09 11:41:26
OPP-013629,International Business Machines Corporation,2025-05-04 03:21:42
OPP-013653,Colgate-Palmolive Company,2025-04-03 01:47:07
OPP-013656,DTE Energy Company,2025-04-24 18:30:52
OPP-013661,"Salesforce, Inc.",2025-06-14 09:46:47
OPP-013666,CMS Energy Corporation,2025-06-03 15:00:08
OPP-013667,"Cisco Systems, Inc.",2025-05-30 13:56:54
OPP-013715,DTE Energy Company,2025-04-20 08:14:43
OPP-013739,Infosys Limited,2025-04-10 19:56:08
OPP-013741,Edwards Lifesciences Corporation,2025-04-15 23:00:44
OPP-013745,"Dominion Energy, Inc.",2025-06-02 06:48:30
OPP-013754,"Meta Platforms, Inc.",2025-06-25 03:02:01
OPP-013765,"Cisco Systems, Inc.",2025-06-06 10:01:10
OPP-013771,"Fiserv, Inc.",2025-04-07 04:56:39
OPP-013776,Electronic Arts Inc.,2025-06-04 05:11:03
OPP-013781,CMS Energy Corporation,2025-06-19 12:11:11
OPP-013812,Dell Technologies Inc.,2025-05-15 16:32:50
OPP-013833,CMS Energy Corporation,2025-04-15 15:28:05
OPP-013848,Wipro Limited,2025-04-01 13:14:55
OPP-013851,EQT Corporation,2025-06-15 11:09:31
OPP-013853,"Fortinet, Inc.",2025-05-23 07:06:24
OPP-013856,"EPAM Systems, Inc.",2025-04-05 12:40:34
OPP-013872,"Vmware, Inc",2025-06-06 09:27:23
OPP-013905,"Amazon.com, Inc.",2025-05-09 02:28:10
OPP-013910,"Dropbox, Inc.",2025-04-02 11:20:03
OPP-013970,Microsoft Corporation,2025-04-17 19:26:13
OPP-013983,Zoom Communications Inc.,2025-05-18 19:46:31
OPP-014000,"First Solar, Inc.",2025-05-12 14:26:33
OPP-014019,"EOG Resources, Inc.",2025-04-04 14:28:37
OPP-014063,Fortive Corporation,2025-06-25 15:09:43
OPP-014070,Colgate-Palmolive Company,2025-06-09 09:14:38
OPP-014091,"D.R. Horton, Inc.",2025-06-13 16:11:18
OPP-014156,"Cisco Systems, Inc.",2025-05-14 10:24:43
OPP-014170,Spotify Technology S.A.,2025-05-21 22:54:58
OPP-014171,Entergy Corporation,2025-05-24 17:10:02
OPP-014198,Alphabet Inc.,2025-05-22 06:48:00
OPP-014208,Microsoft Corporation,2025-04-01 00:15:35
OPP-014259,Equifax Inc.,2025-04-13 23:20:01
OPP-014262,Cognizant Technology Solutions Corporation,2025-05-14 13:19:06
OPP-014273,CME Group Inc.,2025-06-03 11:07:04
OPP-014285,Ford Motor Company,2025-05-09 00:04:04
OPP-014287,Fortive Corporation,2025-05-22 13:44:33
OPP-014295,Edison International,2025-04-04 17:52:34
OPP-014336,Colgate-Palmolive Company,2025-06-18 03:29:29
OPP-014354,"Meta Platforms, Inc.",2025-06-20 23:08:21
OPP-014366,Spotify Technology S.A.,2025-06-26 00:24:56
OPP-014370,"Salesforce, Inc.",2025-04-03 06:35:02
OPP-014375,"EOG Resources, Inc.",2025-04-02 15:45:19
OPP-014402,"Netflix, Inc.",2025-04-30 10:18:19
OPP-014412,Eastman Chemical Company,2025-04-21 00:28:13
OPP-014447,Eastman Chemical Company,2025-06-19 23:37:25
OPP-014480,Emerson Electric Co.,2025-04-09 19:41:42
OPP-014496,Cognizant Technology Solutions Corporation,2025-04-07 00:06:09
OPP-014502,Citigroup Inc.,2025-04-11 23:27:16
OPP-014535,"Vmware, Inc",2025-05-08 21:12:12
OPP-014541,Edison International,2025-04-22 02:45:52
OPP-014547,EQT Corporation,2025-04-22 09:39:47
OPP-014550,Tata Consultancy Services Limited,2025-04-06 22:01:34
OPP-014553,"EOG Resources, Inc.",2025-04-30 03:59:28
OPP-014577,Oracle Corporation,2025-06-02 02:51:57
OPP-014593,Sigmasoft Infotech Pvt.Ltd,2025-06-02 16:27:29
OPP-014623,"DoorDash, Inc.",2025-05-08 01:46:45
OPP-014666,Wipro Limited,2025-04-20 00:32:02
OPP-014675,Intuit Inc.,2025-04-04 01:09:27
OPP-014692,Edison International,2025-06-01 13:01:14
OPP-014709,Citigroup Inc.,2025-06-14 10:20:20
OPP-014717,CME Group Inc.,2025-06-07 21:00:46
OPP-014722,"Amazon.com, Inc.",2025-04-25 07:07:33
OPP-014745,Oracle Corporation,2025-04-13 07:32:59
OPP-014775,Hewlett Packard Enterprise Company,2025-06-08 16:17:36
OPP-014777,Electronic Arts Inc.,2025-05-04 12:10:11
OPP-014782,"EOG Resources, Inc.",2025-05-20 05:45:33
OPP-014787,"Fiserv, Inc.",2025-04-17 18:23:25
OPP-014795,The Clorox Company,2025-06-13 04:28:20
OPP-014833,Sigmasoft Infotech Pvt.Ltd,2025-06-07 18:43:26
OPP-014840,"EOG Resources, Inc.",2025-04-27 03:48:44
OPP-014869,"EOG Resources, Inc.",2025-06-23 05:48:42
OPP-014900,Ford Motor Company,2025-05-25 13:05:51
OPP-014938,Fortive Corporation,2025-06-02 09:52:23
OPP-014940,Oracle Corporation,2025-04-19 05:03:24
OPP-014967,"Netflix, Inc.",2025-05-20 11:16:03
