0,1,2,3,4,5,6,7,8
OPP-007488,ACC-000010,PROD-0082,New Business,2024-02-04 22:52:22,,Negotiation,80427.0703125,0.6299999952316284
OPP-007489,ACC-000028,PROD-0099,Renewal,2025-06-11 06:54:53,,Qualified,38775.12109375,0.3700000047683716
OPP-007490,ACC-000049,PROD-0093,New Business,2021-10-31 18:28:18,,Open,9794.3701171875,0.44999998807907104
OPP-007492,ACC-000059,PROD-0020,Cross-sell,2023-07-12 07:37:24,,Open,8108.75,0.6399999856948853
OPP-007493,ACC-000040,PROD-0051,Expansion,2022-01-15 16:31:05,,Proposal,87395.2109375,0.3199999928474426
OPP-007495,ACC-000033,PROD-0085,Upsell,2021-09-01 09:56:43,,Open,71705.703125,0.30000001192092896
OPP-007496,ACC-000030,PROD-0088,Renewal,2021-12-07 05:24:44,,Negotiation,19392.939453125,0.7699999809265137
OPP-007499,ACC-000057,PROD-0065,Expansion,2024-04-03 20:02:54,,Qualified,51812.80859375,0.3100000023841858
OPP-007501,ACC-000013,PROD-0087,Upsell,2023-07-10 11:40:16,,Proposal,3440.02001953125,0.36000001430511475
OPP-007503,ACC-000012,PROD-0058,Expansion,2025-02-07 17:49:05,,Proposal,76275.828125,0.38999998569488525
OPP-007504,ACC-000023,PROD-0008,Expansion,2025-03-21 02:08:44,,Open,51897.25,0.5199999809265137
OPP-007505,ACC-000003,PROD-0071,Expansion,2022-06-17 09:03:21,,Open,69523.1328125,0.3100000023841858
OPP-007506,ACC-000027,PROD-0059,Renewal,2021-07-31 21:11:29,,Open,17717.80078125,0.5199999809265137
OPP-007507,ACC-000045,PROD-0049,New Business,2025-06-14 05:06:58,,Proposal,28031.759765625,0.44999998807907104
OPP-007508,ACC-000004,PROD-0007,Upsell,2021-09-22 13:34:14,,Open,41891.48046875,0.1899999976158142
OPP-007511,ACC-000032,PROD-0081,Upsell,2022-04-29 07:38:10,,Qualified,16232.349609375,0.44999998807907104
OPP-007513,ACC-000018,PROD-0085,Cross-sell,2025-02-23 23:49:53,,Qualified,66228.8984375,0.3499999940395355
OPP-007515,ACC-000050,PROD-0059,Upsell,2024-05-25 12:00:00,,Qualified,48669.078125,0.46000000834465027
OPP-007519,ACC-000049,PROD-0036,Cross-sell,2024-09-30 00:24:17,,Qualified,46747.6484375,0.47999998927116394
OPP-007520,ACC-000005,PROD-0097,Cross-sell,2023-02-04 13:48:03,,Qualified,26015.01953125,0.30000001192092896
OPP-007521,ACC-000044,PROD-0081,New Business,2024-06-12 21:37:52,,Negotiation,71402.6328125,0.8899999856948853
OPP-007522,ACC-000054,PROD-0085,Cross-sell,2022-01-09 02:55:02,,Negotiation,34739.03125,0.6299999952316284
OPP-007523,ACC-000052,PROD-0063,Upsell,2023-04-27 02:48:04,,Negotiation,43559.25,0.7200000286102295
OPP-007524,ACC-000018,PROD-0026,Upsell,2024-06-22 01:29:48,,Qualified,89593.7421875,0.38999998569488525
OPP-007526,ACC-000029,PROD-0090,Cross-sell,2022-01-28 14:10:58,,Negotiation,29108.8203125,0.6899999976158142
OPP-007527,ACC-000034,PROD-0009,Upsell,2021-12-25 02:58:58,,Proposal,73727.3671875,0.4000000059604645
OPP-007528,ACC-000003,PROD-0058,Upsell,2023-05-09 21:47:41,,Open,79243.2890625,0.18000000715255737
OPP-007529,ACC-000007,PROD-0070,Upsell,2021-12-28 20:48:36,,Proposal,90935.9375,0.5299999713897705
OPP-007530,ACC-000026,PROD-0021,Cross-sell,2025-04-22 05:46:59,,Proposal,53389.140625,0.41999998688697815
OPP-007531,ACC-000001,PROD-0074,Expansion,2024-02-09 22:56:37,,Open,89875.203125,0.3499999940395355
OPP-007532,ACC-000053,PROD-0036,Upsell,2025-05-02 04:33:45,,Qualified,66866.5390625,0.44999998807907104
OPP-007536,ACC-000021,PROD-0019,Renewal,2021-09-26 13:14:11,,Negotiation,36486.94140625,0.7699999809265137
OPP-007537,ACC-000011,PROD-0026,New Business,2022-07-03 13:21:28,,Qualified,30690.810546875,0.20999999344348907
OPP-007539,ACC-000046,PROD-0068,Renewal,2023-12-29 22:58:44,,Negotiation,34846.390625,0.6600000262260437
OPP-007541,ACC-000061,PROD-0017,Upsell,2023-04-01 05:55:34,,Proposal,14916.5400390625,0.4300000071525574
OPP-007542,ACC-000035,PROD-0011,Renewal,2024-09-01 17:38:32,,Open,73384.75,0.6000000238418579
OPP-007543,ACC-000051,PROD-0052,Cross-sell,2024-09-09 15:32:13,,Negotiation,82192.46875,0.6700000166893005
OPP-007544,ACC-000017,PROD-0035,Expansion,2025-04-08 13:16:14,,Proposal,7135.16015625,0.3700000047683716
OPP-007546,ACC-000037,PROD-0091,Cross-sell,2023-10-09 13:22:08,,Negotiation,61416.0703125,0.6899999976158142
OPP-007547,ACC-000019,PROD-0008,Upsell,2023-11-28 00:06:58,,Negotiation,49372.5390625,0.7799999713897705
OPP-007549,ACC-000002,PROD-0002,Upsell,2021-07-21 17:11:14,,Negotiation,73539.8515625,0.6800000071525574
OPP-007551,ACC-000049,PROD-0042,New Business,2022-07-21 19:30:40,,Negotiation,17663.66015625,0.8799999952316284
OPP-007553,ACC-000045,PROD-0006,Renewal,2021-10-25 14:01:09,,Proposal,14886.830078125,0.5199999809265137
OPP-007555,ACC-000048,PROD-0078,Renewal,2023-05-10 20:16:38,,Open,60405.98046875,0.6499999761581421
OPP-007556,ACC-000025,PROD-0007,Upsell,2022-04-05 02:44:30,,Negotiation,83090.7421875,0.7900000214576721
OPP-007557,ACC-000034,PROD-0006,Cross-sell,2022-09-10 13:40:14,,Proposal,57196.19140625,0.6000000238418579
OPP-007559,ACC-000017,PROD-0039,Renewal,2022-12-23 18:16:36,,Open,54406.3515625,0.47999998927116394
OPP-007560,ACC-000021,PROD-0047,Cross-sell,2024-01-20 09:25:32,,Qualified,94611.140625,0.27000001072883606
OPP-007561,ACC-000058,PROD-0038,New Business,2024-04-11 09:41:20,,Qualified,15857.66015625,0.25
OPP-007564,ACC-000042,PROD-0073,Upsell,2024-01-26 03:39:49,,Negotiation,89492.2109375,0.7900000214576721
OPP-007565,ACC-000022,PROD-0024,Upsell,2023-03-08 13:28:59,,Negotiation,35628.1796875,0.8600000143051147
OPP-007567,ACC-000012,PROD-0098,New Business,2022-01-04 16:15:00,,Negotiation,53072.2109375,0.8899999856948853
OPP-007568,ACC-000007,PROD-0063,Upsell,2024-04-13 13:11:20,,Proposal,84717.3828125,0.38999998569488525
OPP-007569,ACC-000004,PROD-0047,Expansion,2021-10-25 21:11:00,,Proposal,56118.48828125,0.5799999833106995
OPP-007570,ACC-000031,PROD-0033,Expansion,2021-10-25 05:18:08,,Negotiation,57112.0390625,0.6399999856948853
OPP-007571,ACC-000045,PROD-0070,Expansion,2022-07-22 05:49:05,,Proposal,31629.869140625,0.5799999833106995
OPP-007572,ACC-000045,PROD-0069,Expansion,2025-06-25 06:42:12,,Open,50094.48046875,0.3199999928474426
OPP-007573,ACC-000015,PROD-0076,Expansion,2023-10-21 02:19:41,,Negotiation,35015.69921875,0.6899999976158142
OPP-007574,ACC-000058,PROD-0089,Cross-sell,2022-05-14 08:46:54,,Qualified,83269.53125,0.3700000047683716
OPP-007575,ACC-000008,PROD-0014,Expansion,2023-08-06 10:01:43,,Open,44759.28125,0.6499999761581421
OPP-007577,ACC-000040,PROD-0078,New Business,2024-12-13 04:24:17,,Qualified,98552.03125,0.44999998807907104
OPP-007578,ACC-000001,PROD-0017,Upsell,2023-01-04 02:05:57,,Open,99037.2421875,0.10999999940395355
OPP-007579,ACC-000051,PROD-0019,New Business,2025-04-23 00:10:48,,Open,10975.73046875,0.4300000071525574
OPP-007580,ACC-000010,PROD-0028,New Business,2025-05-20 03:09:42,,Negotiation,67886.03125,0.6899999976158142
OPP-007581,ACC-000037,PROD-0056,Cross-sell,2025-02-21 14:37:41,,Open,4682.02001953125,0.5899999737739563
OPP-007582,ACC-000011,PROD-0033,Renewal,2022-06-05 18:38:03,,Negotiation,79193.890625,0.6200000047683716
OPP-007583,ACC-000007,PROD-0100,Cross-sell,2023-05-18 14:10:01,,Proposal,59510.94921875,0.3799999952316284
OPP-007588,ACC-000021,PROD-0050,Renewal,2022-07-12 22:22:50,,Open,12390.6904296875,0.41999998688697815
OPP-007589,ACC-000005,PROD-0047,Expansion,2023-09-24 23:54:13,,Qualified,19183.310546875,0.3400000035762787
OPP-007590,ACC-000054,PROD-0087,Upsell,2025-04-15 18:22:46,,Negotiation,20336.919921875,0.6499999761581421
OPP-007591,ACC-000006,PROD-0021,Upsell,2022-08-18 04:09:57,,Proposal,66857.3828125,0.47999998927116394
OPP-007592,ACC-000025,PROD-0031,New Business,2022-11-05 21:39:07,,Open,79501.0703125,0.10999999940395355
OPP-007594,ACC-000026,PROD-0050,Renewal,2023-08-19 15:32:02,,Open,34825.5703125,0.5400000214576721
OPP-007595,ACC-000010,PROD-0033,New Business,2021-12-07 17:13:45,,Negotiation,20466.490234375,0.7799999713897705
OPP-007596,ACC-000018,PROD-0020,New Business,2021-09-20 10:54:10,,Proposal,40324.80078125,0.33000001311302185
OPP-007598,ACC-000001,PROD-0019,New Business,2023-03-28 18:43:30,,Qualified,35555.3203125,0.46000000834465027
OPP-007599,ACC-000050,PROD-0052,Renewal,2024-06-28 12:44:15,,Qualified,17985.48046875,0.3400000035762787
OPP-007600,ACC-000023,PROD-0043,Renewal,2024-02-19 14:47:21,,Open,1571.47998046875,0.4000000059604645
OPP-007602,ACC-000037,PROD-0048,Cross-sell,2021-10-28 10:24:38,,Proposal,40944.171875,0.5899999737739563
OPP-007604,ACC-000031,PROD-0077,Upsell,2022-01-27 14:21:40,,Proposal,98746.8125,0.36000001430511475
OPP-007605,ACC-000062,PROD-0093,New Business,2025-01-25 16:20:22,,Proposal,51094.2890625,0.4000000059604645
OPP-007606,ACC-000023,PROD-0065,Renewal,2023-09-15 21:49:42,,Negotiation,58241.6484375,0.699999988079071
OPP-007608,ACC-000050,PROD-0017,Cross-sell,2024-08-24 02:05:18,,Proposal,75043.2890625,0.5199999809265137
OPP-007609,ACC-000003,PROD-0077,Expansion,2023-11-04 13:46:59,,Proposal,59170.890625,0.5799999833106995
OPP-007610,ACC-000052,PROD-0005,Cross-sell,2022-05-21 23:47:25,,Negotiation,75228.9375,0.6600000262260437
OPP-007612,ACC-000013,PROD-0069,Renewal,2024-07-28 16:21:38,,Negotiation,77543.578125,0.6899999976158142
OPP-007614,ACC-000049,PROD-0078,Cross-sell,2022-02-04 02:25:38,,Proposal,2192.6201171875,0.3799999952316284
OPP-007615,ACC-000027,PROD-0072,Upsell,2021-08-23 06:58:21,,Negotiation,67373.6015625,0.8700000047683716
OPP-007616,ACC-000059,PROD-0015,Expansion,2022-06-28 19:05:15,,Open,62488.421875,0.4699999988079071
OPP-007617,ACC-000015,PROD-0007,Upsell,2024-06-17 09:48:12,,Qualified,40807.58984375,0.3499999940395355
OPP-007618,ACC-000020,PROD-0024,Cross-sell,2023-05-13 12:27:37,,Qualified,57245.87109375,0.27000001072883606
OPP-007619,ACC-000039,PROD-0047,New Business,2024-04-03 04:03:30,,Proposal,70078.3203125,0.38999998569488525
OPP-007620,ACC-000021,PROD-0014,Expansion,2024-09-27 16:52:15,,Open,40127.94921875,0.1599999964237213
OPP-007621,ACC-000019,PROD-0031,Upsell,2023-06-03 11:14:20,,Negotiation,18592.30078125,0.6899999976158142
OPP-007623,ACC-000036,PROD-0081,Expansion,2023-08-12 14:20:53,,Qualified,33023.4609375,0.23000000417232513
OPP-007624,ACC-000029,PROD-0010,New Business,2025-01-17 18:11:33,,Proposal,36755.25,0.4000000059604645
OPP-007625,ACC-000061,PROD-0072,New Business,2021-08-20 00:15:02,,Open,20299.099609375,0.1599999964237213
OPP-007626,ACC-000026,PROD-0009,Expansion,2022-08-22 11:11:24,,Negotiation,72411.8828125,0.8100000023841858
OPP-007627,ACC-000059,PROD-0031,Upsell,2022-09-03 09:06:07,,Proposal,74057.1328125,0.5199999809265137
OPP-007629,ACC-000056,PROD-0084,Cross-sell,2022-10-08 05:55:53,,Open,27337.01953125,0.18000000715255737
OPP-007630,ACC-000014,PROD-0099,Upsell,2025-01-03 13:11:29,,Open,50855.23828125,0.5400000214576721
OPP-007631,ACC-000047,PROD-0094,Cross-sell,2021-11-06 19:52:02,,Open,94136.109375,0.27000001072883606
OPP-007632,ACC-000043,PROD-0093,Renewal,2021-09-29 08:15:12,,Negotiation,67732.21875,0.7699999809265137
OPP-007633,ACC-000029,PROD-0076,Cross-sell,2022-09-05 03:03:02,,Qualified,50845.421875,0.3199999928474426
OPP-007635,ACC-000022,PROD-0069,Renewal,2023-02-14 23:54:36,,Open,71198.1484375,0.5600000023841858
OPP-007636,ACC-000003,PROD-0028,Upsell,2023-08-07 01:59:42,,Negotiation,56490.0390625,0.6499999761581421
OPP-007637,ACC-000022,PROD-0064,Renewal,2021-07-27 20:27:03,,Proposal,66768.6328125,0.5600000023841858
OPP-007640,ACC-000018,PROD-0004,Cross-sell,2021-09-05 13:39:38,,Negotiation,85959.890625,0.7799999713897705
OPP-007641,ACC-000054,PROD-0020,Renewal,2022-06-12 05:46:25,,Proposal,56246.80078125,0.5299999713897705
OPP-007642,ACC-000006,PROD-0056,Upsell,2022-05-14 03:54:13,,Open,94774.078125,0.6100000143051147
OPP-007644,ACC-000041,PROD-0024,Cross-sell,2024-04-18 17:32:31,,Negotiation,32165.76953125,0.6399999856948853
OPP-007645,ACC-000040,PROD-0013,New Business,2023-04-29 05:44:28,,Open,58304.078125,0.1899999976158142
OPP-007646,ACC-000004,PROD-0078,Upsell,2023-10-03 18:28:02,,Negotiation,11108.4599609375,0.8500000238418579
OPP-007647,ACC-000027,PROD-0040,Cross-sell,2021-09-17 18:06:35,,Qualified,6143.47998046875,0.25
OPP-007648,ACC-000022,PROD-0100,New Business,2024-04-19 11:19:01,,Proposal,80404.578125,0.5899999737739563
OPP-007649,ACC-000021,PROD-0084,Cross-sell,2022-10-15 14:28:25,,Open,14954.490234375,0.30000001192092896
OPP-007651,ACC-000051,PROD-0038,Cross-sell,2024-09-25 20:17:35,,Qualified,39153.5703125,0.3400000035762787
OPP-007652,ACC-000029,PROD-0078,Cross-sell,2022-12-20 20:49:18,,Open,92007.578125,0.30000001192092896
OPP-007654,ACC-000055,PROD-0012,Renewal,2025-05-12 07:00:04,,Qualified,77576.7109375,0.3199999928474426
OPP-007657,ACC-000032,PROD-0035,Upsell,2025-05-31 22:25:44,,Proposal,82629.71875,0.38999998569488525
OPP-007659,ACC-000033,PROD-0008,Expansion,2022-08-10 09:39:31,,Proposal,91127.7265625,0.4300000071525574
OPP-007660,ACC-000012,PROD-0071,Expansion,2024-12-08 05:48:10,,Qualified,76029.140625,0.3799999952316284
OPP-007661,ACC-000057,PROD-0039,Cross-sell,2024-09-10 19:28:23,,Negotiation,31266.75,0.8600000143051147
OPP-007662,ACC-000059,PROD-0073,Upsell,2024-01-02 14:15:48,,Qualified,9273.8798828125,0.4300000071525574
OPP-007663,ACC-000002,PROD-0053,Upsell,2022-05-30 23:04:47,,Proposal,42229.26953125,0.47999998927116394
OPP-007664,ACC-000020,PROD-0057,New Business,2024-09-16 22:08:16,,Proposal,9638.8896484375,0.5400000214576721
OPP-007665,ACC-000054,PROD-0097,New Business,2021-08-10 01:13:46,,Negotiation,65318.55078125,0.6100000143051147
OPP-007666,ACC-000022,PROD-0028,Upsell,2022-12-10 05:03:24,,Negotiation,76586.8671875,0.8500000238418579
OPP-007667,ACC-000035,PROD-0052,Renewal,2024-07-30 01:00:09,,Proposal,7789.9599609375,0.4300000071525574
OPP-007668,ACC-000014,PROD-0048,Expansion,2025-01-06 18:00:59,,Open,59212.9296875,0.36000001430511475
OPP-007669,ACC-000006,PROD-0024,Renewal,2024-02-19 02:03:58,,Qualified,6161.16015625,0.3400000035762787
OPP-007671,ACC-000043,PROD-0029,Expansion,2023-04-23 17:55:04,,Open,97685.703125,0.5
OPP-007672,ACC-000050,PROD-0088,Cross-sell,2024-10-26 07:38:39,,Qualified,35987.94140625,0.3100000023841858
OPP-007673,ACC-000018,PROD-0050,Renewal,2024-08-04 09:14:58,,Qualified,15252.16015625,0.23999999463558197
OPP-007674,ACC-000007,PROD-0030,Expansion,2025-06-10 01:11:46,,Qualified,40264.140625,0.47999998927116394
OPP-007675,ACC-000055,PROD-0058,Cross-sell,2024-08-13 23:58:05,,Negotiation,25559.689453125,0.699999988079071
OPP-007676,ACC-000052,PROD-0097,New Business,2024-09-09 09:15:39,,Qualified,62872.5703125,0.3100000023841858
OPP-007678,ACC-000037,PROD-0015,Expansion,2021-12-15 05:22:49,,Negotiation,16502.869140625,0.7799999713897705
OPP-007679,ACC-000028,PROD-0088,Cross-sell,2023-11-05 02:01:49,,Negotiation,27974.439453125,0.6800000071525574
OPP-007681,ACC-000015,PROD-0091,Renewal,2025-06-16 02:49:50,,Open,8295.66015625,0.5899999737739563
OPP-007682,ACC-000049,PROD-0081,New Business,2024-05-16 18:15:53,,Proposal,36456.578125,0.5
OPP-007683,ACC-000041,PROD-0077,Upsell,2022-09-18 01:27:58,,Negotiation,62686.19921875,0.6200000047683716
OPP-007686,ACC-000031,PROD-0064,Cross-sell,2023-12-05 01:53:57,,Proposal,56493.73828125,0.4000000059604645
OPP-007688,ACC-000036,PROD-0049,Cross-sell,2024-10-05 04:35:14,,Qualified,43488.05078125,0.4300000071525574
OPP-007689,ACC-000045,PROD-0012,Expansion,2023-09-12 16:12:09,,Proposal,69903.7734375,0.3199999928474426
OPP-007690,ACC-000002,PROD-0085,Upsell,2022-08-06 14:59:10,,Qualified,77780.0390625,0.23000000417232513
OPP-007692,ACC-000010,PROD-0023,Expansion,2023-06-24 13:08:46,,Negotiation,26043.060546875,0.75
OPP-007693,ACC-000052,PROD-0022,Cross-sell,2024-08-29 20:58:27,,Proposal,28873.580078125,0.4399999976158142
OPP-007694,ACC-000057,PROD-0028,Cross-sell,2025-06-03 23:35:41,,Open,45126.98046875,0.20000000298023224
OPP-007695,ACC-000049,PROD-0077,New Business,2022-07-03 15:28:18,,Proposal,79659.5234375,0.3400000035762787
OPP-007696,ACC-000020,PROD-0002,New Business,2022-01-19 10:17:59,,Qualified,50301.44140625,0.4099999964237213
OPP-007697,ACC-000010,PROD-0057,Renewal,2025-05-08 15:42:26,,Qualified,56234.2890625,0.36000001430511475
OPP-007699,ACC-000013,PROD-0096,Renewal,2024-11-21 16:33:52,,Proposal,87318.078125,0.49000000953674316
OPP-007702,ACC-000051,PROD-0029,Renewal,2024-10-08 19:20:19,,Proposal,75769.453125,0.3499999940395355
OPP-007704,ACC-000042,PROD-0032,Expansion,2022-12-04 21:50:49,,Open,75873.203125,0.5
OPP-007705,ACC-000007,PROD-0077,Upsell,2023-12-02 17:13:57,,Open,39919.55078125,0.6800000071525574
OPP-007706,ACC-000021,PROD-0098,Upsell,2023-03-03 13:31:41,,Proposal,26607.169921875,0.4300000071525574
OPP-007708,ACC-000041,PROD-0055,Upsell,2022-08-28 15:15:04,,Qualified,25746.560546875,0.4399999976158142
OPP-007710,ACC-000043,PROD-0093,Renewal,2024-04-17 15:36:09,,Negotiation,68495.453125,0.7900000214576721
OPP-007711,ACC-000035,PROD-0046,New Business,2022-07-22 17:32:26,,Proposal,95358.453125,0.38999998569488525
OPP-007713,ACC-000003,PROD-0042,Renewal,2024-12-08 06:23:32,,Open,8875.9404296875,0.3499999940395355
OPP-007714,ACC-000005,PROD-0077,Renewal,2024-10-09 03:43:01,,Open,73084.078125,0.5099999904632568
OPP-007715,ACC-000017,PROD-0063,New Business,2024-01-29 01:34:52,,Proposal,88819.7109375,0.4000000059604645
OPP-007716,ACC-000054,PROD-0006,Cross-sell,2021-07-17 17:45:52,,Negotiation,32204.859375,0.7900000214576721
OPP-007718,ACC-000021,PROD-0094,Cross-sell,2023-11-28 14:44:53,,Proposal,36884.2890625,0.3499999940395355
OPP-007721,ACC-000045,PROD-0076,Cross-sell,2025-02-04 06:16:26,,Open,40209.69140625,0.3100000023841858
OPP-007724,ACC-000002,PROD-0048,New Business,2023-05-12 22:44:08,,Open,7786.7900390625,0.4099999964237213
OPP-007725,ACC-000003,PROD-0042,New Business,2021-07-12 08:27:09,,Negotiation,54468.19921875,0.8199999928474426
OPP-007726,ACC-000003,PROD-0003,New Business,2023-06-23 03:51:14,,Open,68073.5234375,0.38999998569488525
OPP-007727,ACC-000007,PROD-0098,New Business,2021-08-25 01:19:44,,Open,94662.9921875,0.4699999988079071
OPP-007728,ACC-000046,PROD-0078,Upsell,2023-01-06 19:54:57,,Open,15455.9296875,0.20999999344348907
OPP-007729,ACC-000031,PROD-0032,Expansion,2023-07-14 13:10:38,,Proposal,89061.921875,0.6000000238418579
OPP-007730,ACC-000051,PROD-0098,Renewal,2024-03-15 06:30:53,,Open,33850.44140625,0.2800000011920929
OPP-007731,ACC-000004,PROD-0091,Renewal,2025-01-30 04:27:31,,Proposal,26416.890625,0.4300000071525574
OPP-007732,ACC-000032,PROD-0008,New Business,2023-11-10 05:35:40,,Proposal,37453.12890625,0.4099999964237213
OPP-007733,ACC-000019,PROD-0030,Upsell,2022-06-01 23:29:09,,Negotiation,29781.41015625,0.7900000214576721
OPP-007734,ACC-000029,PROD-0060,Expansion,2023-03-25 07:50:49,,Open,24433.509765625,0.20999999344348907
OPP-007736,ACC-000055,PROD-0093,New Business,2025-06-26 00:00:25,,Open,17382.26953125,0.3400000035762787
OPP-007739,ACC-000005,PROD-0018,Upsell,2023-11-02 05:11:44,,Negotiation,43633.75,0.699999988079071
OPP-007740,ACC-000026,PROD-0031,Expansion,2022-10-29 09:29:11,,Negotiation,46712.05859375,0.8999999761581421
OPP-007741,ACC-000011,PROD-0093,New Business,2021-10-06 01:26:35,,Qualified,81395.8125,0.30000001192092896
OPP-007743,ACC-000031,PROD-0005,Renewal,2022-08-03 08:55:31,,Open,90413.8125,0.6800000071525574
OPP-007744,ACC-000014,PROD-0083,New Business,2024-09-30 11:24:53,,Open,45669.328125,0.6000000238418579
OPP-007745,ACC-000010,PROD-0094,New Business,2024-11-01 17:21:43,,Proposal,34850.01953125,0.47999998927116394
OPP-007746,ACC-000041,PROD-0030,Upsell,2022-08-31 13:08:10,,Proposal,26969.94921875,0.5899999737739563
OPP-007747,ACC-000004,PROD-0061,Expansion,2022-08-05 18:06:40,,Qualified,78058.6875,0.3499999940395355
OPP-007748,ACC-000061,PROD-0092,Cross-sell,2025-03-09 14:27:41,,Proposal,71734.578125,0.5
OPP-007749,ACC-000045,PROD-0066,New Business,2023-08-06 10:01:00,,Open,91395.9375,0.4399999976158142
OPP-007750,ACC-000021,PROD-0039,Renewal,2022-01-12 04:55:36,,Qualified,64753.55078125,0.3700000047683716
OPP-007752,ACC-000011,PROD-0044,Upsell,2022-03-26 15:23:09,,Qualified,53090.7109375,0.4099999964237213
OPP-007753,ACC-000037,PROD-0078,Cross-sell,2022-02-11 18:37:27,,Open,29042.189453125,0.4099999964237213
OPP-007755,ACC-000058,PROD-0006,Expansion,2024-04-12 14:22:01,,Proposal,75603.1875,0.3799999952316284
OPP-007756,ACC-000036,PROD-0077,New Business,2021-09-13 14:11:35,,Negotiation,28951.689453125,0.7599999904632568
OPP-007757,ACC-000039,PROD-0062,Expansion,2022-06-25 00:23:12,,Proposal,98744.4609375,0.46000000834465027
OPP-007760,ACC-000053,PROD-0003,New Business,2024-05-26 19:33:11,,Proposal,66363.546875,0.5699999928474426
OPP-007762,ACC-000058,PROD-0015,Cross-sell,2023-05-13 13:38:01,,Open,1896.1099853515625,0.4699999988079071
OPP-007764,ACC-000049,PROD-0058,Expansion,2021-09-01 17:56:47,,Open,97986.8671875,0.3400000035762787
OPP-007765,ACC-000025,PROD-0032,Renewal,2023-11-05 06:15:51,,Proposal,23074.55078125,0.41999998688697815
OPP-007766,ACC-000024,PROD-0041,Renewal,2024-07-16 22:45:44,,Negotiation,2201.070068359375,0.7099999785423279
OPP-007768,ACC-000006,PROD-0063,Expansion,2024-07-12 14:04:02,,Open,9076.41015625,0.30000001192092896
OPP-007769,ACC-000021,PROD-0087,Expansion,2022-08-04 23:59:23,,Qualified,74416.1484375,0.49000000953674316
OPP-007771,ACC-000053,PROD-0095,Upsell,2024-05-17 09:51:35,,Proposal,24879.5,0.47999998927116394
OPP-007773,ACC-000055,PROD-0029,New Business,2025-02-07 01:55:45,,Qualified,39918.6796875,0.4099999964237213
OPP-007774,ACC-000042,PROD-0047,Upsell,2022-12-29 11:00:50,,Open,83287.53125,0.6600000262260437
OPP-007775,ACC-000054,PROD-0021,Upsell,2023-10-16 02:50:34,,Open,9451.6103515625,0.5799999833106995
OPP-007776,ACC-000006,PROD-0076,Upsell,2024-07-18 10:36:48,,Proposal,55258.9296875,0.4699999988079071
OPP-007778,ACC-000008,PROD-0074,Renewal,2022-06-28 03:51:43,,Open,1854.27001953125,0.3700000047683716
OPP-007779,ACC-000017,PROD-0061,Upsell,2022-12-23 20:35:43,,Qualified,91636.1328125,0.47999998927116394
OPP-007780,ACC-000014,PROD-0072,Cross-sell,2021-12-15 03:38:18,,Proposal,29081.7890625,0.4099999964237213
OPP-007781,ACC-000060,PROD-0088,Expansion,2021-10-26 22:21:38,,Qualified,2620.909912109375,0.47999998927116394
OPP-007782,ACC-000048,PROD-0044,Expansion,2023-08-25 01:44:42,,Negotiation,70802.5,0.8899999856948853
OPP-007784,ACC-000019,PROD-0030,Upsell,2023-08-31 10:30:50,,Qualified,57477.2890625,0.3400000035762787
OPP-007786,ACC-000012,PROD-0060,New Business,2022-05-11 12:57:46,,Proposal,32758.939453125,0.3100000023841858
OPP-007787,ACC-000038,PROD-0071,Upsell,2022-11-16 16:01:29,,Negotiation,71979.203125,0.6800000071525574
OPP-007788,ACC-000039,PROD-0020,Upsell,2023-12-01 14:30:38,,Negotiation,94793.9765625,0.8500000238418579
OPP-007789,ACC-000049,PROD-0090,Renewal,2023-01-26 11:00:33,,Proposal,26370.490234375,0.33000001311302185
OPP-007792,ACC-000055,PROD-0066,Cross-sell,2021-10-17 11:27:33,,Open,65236.3203125,0.23999999463558197
OPP-007793,ACC-000062,PROD-0058,Expansion,2024-03-21 17:00:42,,Open,39978.05078125,0.12999999523162842
OPP-007796,ACC-000048,PROD-0072,Renewal,2021-08-05 22:24:37,,Proposal,53194.828125,0.3700000047683716
OPP-007797,ACC-000007,PROD-0055,New Business,2022-11-17 20:02:33,,Proposal,53865.96875,0.5299999713897705
OPP-007798,ACC-000032,PROD-0005,Cross-sell,2024-01-27 11:05:20,,Proposal,22296.310546875,0.4399999976158142
OPP-007802,ACC-000048,PROD-0055,Cross-sell,2023-01-31 16:08:21,,Proposal,1933.5799560546875,0.5699999928474426
OPP-007803,ACC-000057,PROD-0094,Expansion,2023-06-29 18:08:19,,Open,11429.150390625,0.20999999344348907
OPP-007806,ACC-000026,PROD-0053,New Business,2023-01-21 17:01:10,,Negotiation,74122.96875,0.8100000023841858
OPP-007808,ACC-000006,PROD-0078,Expansion,2025-06-12 18:08:39,,Negotiation,95188.4609375,0.8399999737739563
OPP-007809,ACC-000015,PROD-0091,Cross-sell,2022-02-16 16:29:32,,Qualified,39407.03125,0.30000001192092896
OPP-007811,ACC-000047,PROD-0082,New Business,2021-08-07 05:45:12,,Open,15464.740234375,0.36000001430511475
OPP-007812,ACC-000036,PROD-0067,Cross-sell,2021-12-10 14:20:55,,Negotiation,62568.51171875,0.8500000238418579
OPP-007815,ACC-000003,PROD-0040,Upsell,2023-08-31 01:35:21,,Proposal,26143.130859375,0.4699999988079071
OPP-007816,ACC-000019,PROD-0100,Upsell,2024-07-14 11:29:34,,Open,46514.26171875,0.6700000166893005
OPP-007820,ACC-000030,PROD-0080,Expansion,2022-12-15 00:56:41,,Open,74993.2265625,0.3400000035762787
