0,1,2,3,4
OPP-005298,Expansion,Closed Won,71697.953125,Non-Renewed
OPP-005307,Renewal,Closed Won,98326.8203125,Renewed
OPP-005311,Upsell,Closed Won,11628.16015625,Non-Renewed
OPP-005317,Renewal,Closed Won,10212.98046875,Pending
OPP-005324,New Business,Closed Won,73586.8203125,Pending
OPP-005325,Cross-sell,Closed Won,84978.1875,Renewed
OPP-005331,Renewal,Closed Won,29153.05078125,Renewed
OPP-005336,New Business,Closed Won,41232.37890625,Non-Renewed
OPP-005340,Renewal,Closed Won,1707.780029296875,Non-Renewed
OPP-005341,Cross-sell,Closed Won,3328.570068359375,Non-Renewed
OPP-005342,New Business,Closed Won,59912.1015625,Renewed
OPP-005346,Renewal,Closed Won,71739.75,Non-Renewed
OPP-005347,Renewal,Closed Won,8326.1298828125,Renewed
OPP-005351,Renewal,Closed Won,54658.19921875,Auto-Renew
OPP-005355,New Business,Closed Won,48652.05859375,Non-Renewed
OPP-005358,Renewal,Closed Won,4956.6201171875,Renewed
OPP-005369,Upsell,Closed Won,97605.40625,Non-Renewed
OPP-005371,Expansion,Closed Won,37453.421875,Pending
OPP-005387,Cross-sell,Closed Won,54865.30859375,Pending
OPP-005406,New Business,Closed Won,64974.171875,Auto-Renew
OPP-005407,Cross-sell,Closed Won,68791.640625,Renewed
OPP-005411,Expansion,Closed Won,22699.9296875,Renewed
OPP-005418,Expansion,Closed Won,74805.8828125,Pending
OPP-005419,Expansion,Closed Won,75536.15625,Pending
OPP-005431,Renewal,Closed Won,21018.2890625,Renewed
OPP-005446,Renewal,Closed Won,13375.3203125,Auto-Renew
OPP-005453,Expansion,Closed Won,69140.203125,Non-Renewed
OPP-005458,Expansion,Closed Won,24081.30078125,Non-Renewed
OPP-005459,New Business,Closed Won,28062.05078125,Non-Renewed
OPP-005464,Renewal,Closed Won,20692.009765625,Pending
OPP-005472,Upsell,Closed Won,51307.3984375,Non-Renewed
OPP-005475,Renewal,Closed Won,57088.94140625,Auto-Renew
OPP-005481,Renewal,Closed Won,85685.21875,Non-Renewed
OPP-005485,New Business,Closed Won,47870.6484375,Renewed
OPP-005488,Cross-sell,Closed Won,18770.3203125,Pending
OPP-005489,Expansion,Closed Won,16490.990234375,Auto-Renew
OPP-005496,New Business,Closed Won,56074.83984375,Renewed
OPP-005505,Cross-sell,Closed Won,37258.640625,Renewed
OPP-005507,Expansion,Closed Won,79148.640625,Non-Renewed
OPP-005517,Renewal,Closed Won,60600.75,Renewed
OPP-005524,Upsell,Closed Won,65403.53125,Non-Renewed
OPP-005530,Cross-sell,Closed Won,94077.8671875,Auto-Renew
OPP-005538,Cross-sell,Closed Won,91662.53125,Non-Renewed
OPP-005550,Expansion,Closed Won,46022.76953125,Non-Renewed
OPP-005556,Upsell,Closed Won,41535.94140625,Auto-Renew
OPP-005558,New Business,Closed Won,8111.8701171875,Non-Renewed
OPP-005561,Upsell,Closed Won,42462.5,Non-Renewed
OPP-005568,Renewal,Closed Won,52315.1796875,Non-Renewed
OPP-005571,New Business,Closed Won,53044.94921875,Non-Renewed
OPP-005579,Renewal,Closed Won,49536.23828125,Renewed
OPP-005581,Cross-sell,Closed Won,40041.171875,Pending
OPP-005582,Upsell,Closed Won,57300.51171875,Non-Renewed
OPP-005585,Upsell,Closed Won,2700.6201171875,Non-Renewed
OPP-005594,Renewal,Closed Won,36720.7890625,Pending
OPP-005602,Expansion,Closed Won,72343.046875,Auto-Renew
OPP-005612,Cross-sell,Closed Won,78869.0390625,Auto-Renew
OPP-005616,Cross-sell,Closed Won,2146.760009765625,Non-Renewed
OPP-005617,Renewal,Closed Won,57815.7109375,Non-Renewed
OPP-005633,Expansion,Closed Won,26308.609375,Non-Renewed
OPP-005635,Upsell,Closed Won,63200.05859375,Non-Renewed
OPP-005647,Renewal,Closed Won,10133.8896484375,Non-Renewed
OPP-005664,Expansion,Closed Won,39015.5,Auto-Renew
OPP-005666,Cross-sell,Closed Won,86857.8515625,Pending
OPP-005673,Upsell,Closed Won,99773.109375,Non-Renewed
OPP-005678,New Business,Closed Won,73698.0078125,Renewed
OPP-005680,Expansion,Closed Won,68620.7578125,Non-Renewed
OPP-005682,Cross-sell,Closed Won,45573.73828125,Pending
OPP-005683,New Business,Closed Won,74955.96875,Renewed
OPP-005684,Renewal,Closed Won,30465.48046875,Pending
OPP-005690,Renewal,Closed Won,11221.490234375,Non-Renewed
OPP-005692,Expansion,Closed Won,81500.34375,Pending
OPP-005710,Renewal,Closed Won,33823.01953125,Renewed
OPP-005713,Renewal,Closed Won,12869.98046875,Non-Renewed
OPP-005719,Renewal,Closed Won,61425.890625,Auto-Renew
OPP-005724,Renewal,Closed Won,2753.68994140625,Pending
OPP-005732,Expansion,Closed Won,36172.78125,Pending
OPP-005733,Expansion,Closed Won,64850.55078125,Non-Renewed
OPP-005738,Expansion,Closed Won,29734.509765625,Auto-Renew
OPP-005743,New Business,Closed Won,88885.9296875,Auto-Renew
OPP-005752,Cross-sell,Closed Won,58552.51171875,Renewed
OPP-005753,Cross-sell,Closed Won,2965.239990234375,Non-Renewed
OPP-005755,Cross-sell,Closed Won,35706.8984375,Non-Renewed
OPP-005760,Upsell,Closed Won,37425.5390625,Non-Renewed
OPP-005761,Upsell,Closed Won,88735.1875,Renewed
OPP-005775,Expansion,Closed Won,94741.421875,Non-Renewed
OPP-005778,Upsell,Closed Won,41705.87109375,Pending
OPP-005784,Renewal,Closed Won,63324.12890625,Pending
OPP-005791,New Business,Closed Won,22561.23046875,Non-Renewed
OPP-005795,Expansion,Closed Won,40170.3515625,Non-Renewed
OPP-005796,Expansion,Closed Won,23442.7109375,Renewed
OPP-005800,Cross-sell,Closed Won,10158.849609375,Non-Renewed
OPP-005806,Cross-sell,Closed Won,10124.98046875,Auto-Renew
OPP-005819,Expansion,Closed Won,56080.1796875,Auto-Renew
OPP-005833,New Business,Closed Won,69063.09375,Renewed
OPP-005842,Cross-sell,Closed Won,97430.8984375,Renewed
OPP-005855,New Business,Closed Won,30846.69921875,Non-Renewed
OPP-005875,Upsell,Closed Won,12033.6904296875,Pending
OPP-005876,Expansion,Closed Won,15336.33984375,Non-Renewed
OPP-005877,Cross-sell,Closed Won,76671.0625,Non-Renewed
OPP-005906,New Business,Closed Won,94036.6171875,Non-Renewed
OPP-005908,Renewal,Closed Won,27097.4296875,Non-Renewed
OPP-005909,Cross-sell,Closed Won,5109.52978515625,Pending
OPP-005914,New Business,Closed Won,70106.703125,Renewed
OPP-005915,Cross-sell,Closed Won,56475.171875,Non-Renewed
OPP-005920,Renewal,Closed Won,7511.83984375,Non-Renewed
OPP-005931,Cross-sell,Closed Won,34963.76953125,Non-Renewed
OPP-005932,Cross-sell,Closed Won,8785.7802734375,Non-Renewed
OPP-005955,Expansion,Closed Won,56642.359375,Renewed
OPP-005959,Renewal,Closed Won,25829.330078125,Non-Renewed
OPP-005960,Cross-sell,Closed Won,59316.828125,Non-Renewed
OPP-005964,New Business,Closed Won,79643.109375,Renewed
OPP-005967,Renewal,Closed Won,27153.169921875,Non-Renewed
OPP-005971,Upsell,Closed Won,50688.828125,Non-Renewed
OPP-005972,New Business,Closed Won,48610.4609375,Non-Renewed
OPP-005978,Expansion,Closed Won,26648.4296875,Non-Renewed
OPP-005982,New Business,Closed Won,4959.81982421875,Renewed
OPP-005983,Expansion,Closed Won,56971.33984375,Non-Renewed
OPP-005995,New Business,Closed Won,69833.7265625,Non-Renewed
OPP-006007,Renewal,Closed Won,67724.203125,Non-Renewed
OPP-006008,New Business,Closed Won,87875.6796875,Non-Renewed
OPP-006013,Upsell,Closed Won,19058.55078125,Non-Renewed
OPP-006017,Cross-sell,Closed Won,2251.969970703125,Auto-Renew
OPP-006019,Upsell,Closed Won,68137.2890625,Non-Renewed
OPP-006030,Expansion,Closed Won,66636.671875,Auto-Renew
OPP-006043,New Business,Closed Won,22970.75,Non-Renewed
OPP-006056,New Business,Closed Won,24521.9609375,Renewed
OPP-006057,Upsell,Closed Won,96183.4765625,Non-Renewed
OPP-006071,Cross-sell,Closed Won,50938.05859375,Pending
OPP-006072,Expansion,Closed Won,7462.52978515625,Renewed
OPP-006073,New Business,Closed Won,1862.3599853515625,Pending
OPP-006075,New Business,Closed Won,65007.078125,Pending
OPP-006076,Expansion,Closed Won,14463.900390625,Non-Renewed
OPP-006088,Renewal,Closed Won,6542.60986328125,Pending
OPP-006090,Upsell,Closed Won,42388.16015625,Non-Renewed
OPP-006091,Expansion,Closed Won,80267.203125,Auto-Renew
OPP-006106,Upsell,Closed Won,33097.55078125,Renewed
OPP-006119,Renewal,Closed Won,2763.610107421875,Non-Renewed
OPP-006121,New Business,Closed Won,54065.8515625,Non-Renewed
OPP-006122,New Business,Closed Won,97593.171875,Pending
OPP-006126,New Business,Closed Won,7609.31005859375,Auto-Renew
OPP-006134,Upsell,Closed Won,4604.97021484375,Auto-Renew
OPP-006139,Expansion,Closed Won,17685.369140625,Auto-Renew
OPP-006142,New Business,Closed Won,34580.0703125,Non-Renewed
OPP-006144,New Business,Closed Won,49378.2890625,Pending
OPP-006149,Expansion,Closed Won,61507.46875,Non-Renewed
OPP-006154,New Business,Closed Won,98151.3203125,Pending
OPP-006156,New Business,Closed Won,95973.7109375,Non-Renewed
OPP-006160,New Business,Closed Won,48853.80078125,Renewed
OPP-006161,Upsell,Closed Won,81626.703125,Non-Renewed
OPP-006164,Upsell,Closed Won,88182.796875,Renewed
OPP-006176,Expansion,Closed Won,93302.2421875,Auto-Renew
OPP-006177,Upsell,Closed Won,38027.109375,Renewed
OPP-006194,Upsell,Closed Won,35459.01953125,Non-Renewed
OPP-006197,New Business,Closed Won,75956.6796875,Non-Renewed
OPP-006211,Renewal,Closed Won,78394.3515625,Non-Renewed
OPP-006219,Cross-sell,Closed Won,33381.73828125,Renewed
OPP-006220,Upsell,Closed Won,56612.8984375,Auto-Renew
OPP-006239,New Business,Closed Won,42592.5390625,Auto-Renew
OPP-006247,Upsell,Closed Won,34574.23046875,Non-Renewed
OPP-006269,Upsell,Closed Won,8001.77001953125,Non-Renewed
OPP-006274,New Business,Closed Won,83895.140625,Non-Renewed
OPP-006276,New Business,Closed Won,6480.81005859375,Pending
OPP-006281,Expansion,Closed Won,16342.3701171875,Auto-Renew
OPP-006285,Expansion,Closed Won,9714.759765625,Renewed
OPP-006294,Expansion,Closed Won,76102.25,Auto-Renew
OPP-006298,Upsell,Closed Won,71046.8125,Non-Renewed
OPP-006303,Upsell,Closed Won,68882.5234375,Pending
OPP-006306,Cross-sell,Closed Won,28085.5703125,Pending
OPP-006308,New Business,Closed Won,70532.609375,Non-Renewed
OPP-006319,Expansion,Closed Won,71350.75,Non-Renewed
OPP-006326,New Business,Closed Won,49902.3984375,Non-Renewed
OPP-006328,Renewal,Closed Won,23458.529296875,Non-Renewed
OPP-006330,Renewal,Closed Won,58749.87890625,Pending
OPP-006333,Expansion,Closed Won,99682.796875,Non-Renewed
OPP-006335,Renewal,Closed Won,91822.078125,Pending
OPP-006336,Cross-sell,Closed Won,97273.3125,Auto-Renew
OPP-006342,Upsell,Closed Won,79573.953125,Non-Renewed
OPP-006343,New Business,Closed Won,5574.47021484375,Non-Renewed
OPP-006350,Upsell,Closed Won,60046.44921875,Pending
OPP-006353,Renewal,Closed Won,39906.5703125,Non-Renewed
OPP-006371,Renewal,Closed Won,1173.06005859375,Auto-Renew
OPP-006372,Expansion,Closed Won,56913.33984375,Non-Renewed
OPP-006373,Expansion,Closed Won,54737.48046875,Auto-Renew
OPP-006379,Renewal,Closed Won,29668.41015625,Non-Renewed
OPP-006382,Renewal,Closed Won,61261.2109375,Non-Renewed
OPP-006383,New Business,Closed Won,67473.5,Pending
OPP-006387,Upsell,Closed Won,65192.03125,Non-Renewed
OPP-006392,Cross-sell,Closed Won,6376.7998046875,Renewed
OPP-006398,Upsell,Closed Won,23452.099609375,Non-Renewed
OPP-006409,New Business,Closed Won,66686.9921875,Pending
OPP-006417,Cross-sell,Closed Won,78671.421875,Pending
OPP-006418,New Business,Closed Won,84857.890625,Non-Renewed
OPP-006421,New Business,Closed Won,92101.078125,Non-Renewed
OPP-006442,Expansion,Closed Won,73198.2890625,Renewed
OPP-006445,Cross-sell,Closed Won,73021.1484375,Renewed
OPP-006453,Cross-sell,Closed Won,91588.3828125,Non-Renewed
OPP-006460,Cross-sell,Closed Won,28366.51953125,Non-Renewed
OPP-006469,Upsell,Closed Won,7632.58984375,Non-Renewed
OPP-006491,Expansion,Closed Won,58679.109375,Renewed
OPP-006500,Expansion,Closed Won,89144.359375,Non-Renewed
OPP-006501,Expansion,Closed Won,53422.12890625,Non-Renewed
OPP-006504,Upsell,Closed Won,78389.6015625,Non-Renewed
OPP-006512,Renewal,Closed Won,45232.3515625,Renewed
OPP-006531,Upsell,Closed Won,18616.599609375,Non-Renewed
OPP-006534,Cross-sell,Closed Won,75868.5625,Renewed
OPP-006535,Upsell,Closed Won,46624.359375,Auto-Renew
OPP-006545,Upsell,Closed Won,93282.6328125,Non-Renewed
OPP-006549,Upsell,Closed Won,40259.78125,Non-Renewed
OPP-006551,Cross-sell,Closed Won,11486.0400390625,Non-Renewed
OPP-006552,Expansion,Closed Won,60174.2109375,Auto-Renew
OPP-006553,New Business,Closed Won,73779.7109375,Non-Renewed
OPP-006554,Cross-sell,Closed Won,60374.421875,Auto-Renew
OPP-006567,Upsell,Closed Won,24264.630859375,Auto-Renew
OPP-006574,Upsell,Closed Won,59738.390625,Non-Renewed
OPP-006578,Renewal,Closed Won,96176.9609375,Non-Renewed
OPP-006585,Cross-sell,Closed Won,15953.83984375,Pending
OPP-006587,Renewal,Closed Won,55653.4296875,Renewed
OPP-006597,Renewal,Closed Won,76564.5234375,Non-Renewed
OPP-006601,Upsell,Closed Won,61481.53125,Non-Renewed
OPP-006607,Renewal,Closed Won,88493.15625,Pending
OPP-006608,Cross-sell,Closed Won,5341.580078125,Pending
OPP-006613,Cross-sell,Closed Won,42919.69921875,Renewed
OPP-006614,New Business,Closed Won,34940.078125,Non-Renewed
OPP-006617,Cross-sell,Closed Won,10089.9697265625,Non-Renewed
OPP-006619,Upsell,Closed Won,2069.419921875,Non-Renewed
OPP-006621,Upsell,Closed Won,54136.44921875,Pending
OPP-006622,Cross-sell,Closed Won,13799.490234375,Pending
OPP-006624,New Business,Closed Won,34366.91015625,Renewed
OPP-006625,Upsell,Closed Won,94857.828125,Auto-Renew
OPP-006635,Expansion,Closed Won,76011.1875,Non-Renewed
OPP-006636,Renewal,Closed Won,21794.220703125,Non-Renewed
OPP-006639,Cross-sell,Closed Won,27295.439453125,Auto-Renew
OPP-006640,Upsell,Closed Won,82005.8203125,Non-Renewed
OPP-006647,Cross-sell,Closed Won,58589.859375,Non-Renewed
OPP-006651,Expansion,Closed Won,16535.26953125,Pending
OPP-006656,New Business,Closed Won,14002.26953125,Non-Renewed
OPP-006657,Expansion,Closed Won,50915.640625,Auto-Renew
OPP-006673,Cross-sell,Closed Won,13296.8701171875,Non-Renewed
OPP-006676,Cross-sell,Closed Won,79471.1796875,Pending
OPP-006688,Expansion,Closed Won,99404.53125,Auto-Renew
OPP-006692,Cross-sell,Closed Won,11891.0595703125,Non-Renewed
OPP-006695,Cross-sell,Closed Won,38395.08984375,Renewed
OPP-006699,Upsell,Closed Won,9974.5498046875,Non-Renewed
OPP-006701,Cross-sell,Closed Won,47045.96875,Non-Renewed
OPP-006705,Upsell,Closed Won,22522.9609375,Non-Renewed
OPP-006708,Renewal,Closed Won,46841.66015625,Non-Renewed
OPP-006712,Upsell,Closed Won,33489.5703125,Non-Renewed
OPP-006717,Expansion,Closed Won,89394.5,Auto-Renew
OPP-006723,Cross-sell,Closed Won,79210.15625,Non-Renewed
OPP-006736,Upsell,Closed Won,23284.830078125,Pending
OPP-006738,Expansion,Closed Won,71431.28125,Auto-Renew
OPP-006752,Expansion,Closed Won,12809.8203125,Non-Renewed
OPP-006758,Renewal,Closed Won,67397.828125,Pending
OPP-006781,New Business,Closed Won,82842.796875,Non-Renewed
OPP-006801,New Business,Closed Won,90414.0390625,Pending
OPP-006810,Cross-sell,Closed Won,26617.619140625,Non-Renewed
OPP-006818,Expansion,Closed Won,53120.87890625,Auto-Renew
OPP-006825,Expansion,Closed Won,58927.51953125,Pending
OPP-006828,New Business,Closed Won,53885.640625,Pending
OPP-006829,Renewal,Closed Won,63743.25,Non-Renewed
OPP-006830,Expansion,Closed Won,48229.26953125,Non-Renewed
OPP-006833,Upsell,Closed Won,15542.01953125,Auto-Renew
OPP-006841,New Business,Closed Won,16983.720703125,Renewed
OPP-006859,Expansion,Closed Won,20955.830078125,Non-Renewed
OPP-006860,Cross-sell,Closed Won,42206.01171875,Renewed
OPP-006868,New Business,Closed Won,76342.703125,Non-Renewed
OPP-006869,Cross-sell,Closed Won,48920.76171875,Auto-Renew
OPP-006889,Expansion,Closed Won,70921.09375,Non-Renewed
OPP-006892,Cross-sell,Closed Won,31316.099609375,Non-Renewed
OPP-006893,Renewal,Closed Won,14550.5595703125,Non-Renewed
OPP-006895,Cross-sell,Closed Won,93479.4609375,Non-Renewed
OPP-006898,New Business,Closed Won,76791.4609375,Auto-Renew
OPP-006900,Expansion,Closed Won,52281.0390625,Pending
OPP-006906,Renewal,Closed Won,94880.4609375,Non-Renewed
OPP-006910,Expansion,Closed Won,94997.0625,Auto-Renew
OPP-006913,Renewal,Closed Won,79872.8203125,Non-Renewed
OPP-006916,New Business,Closed Won,85146.296875,Auto-Renew
OPP-006919,Renewal,Closed Won,23741.73046875,Auto-Renew
OPP-006925,Renewal,Closed Won,37052.19921875,Auto-Renew
OPP-006931,Expansion,Closed Won,53201.8203125,Renewed
OPP-006934,Expansion,Closed Won,65723.421875,Non-Renewed
OPP-006942,New Business,Closed Won,99807.8671875,Auto-Renew
OPP-006943,Renewal,Closed Won,41768.94921875,Pending
OPP-006949,Upsell,Closed Won,62353.2109375,Non-Renewed
OPP-006954,Cross-sell,Closed Won,51158.1796875,Renewed
OPP-006970,New Business,Closed Won,51150.78125,Non-Renewed
OPP-006973,Upsell,Closed Won,34639.5703125,Pending
OPP-007000,Expansion,Closed Won,10335.3603515625,Non-Renewed
OPP-007007,Renewal,Closed Won,65165.0,Auto-Renew
OPP-007015,New Business,Closed Won,48782.828125,Non-Renewed
OPP-007018,Upsell,Closed Won,9106.9697265625,Renewed
OPP-007022,Expansion,Closed Won,35941.33984375,Renewed
OPP-007026,Renewal,Closed Won,10785.4697265625,Non-Renewed
OPP-007058,Upsell,Closed Won,81613.0390625,Renewed
OPP-007077,Renewal,Closed Won,86762.921875,Non-Renewed
OPP-007084,Renewal,Closed Won,51901.44140625,Non-Renewed
OPP-007092,New Business,Closed Won,39642.26953125,Non-Renewed
OPP-007093,Cross-sell,Closed Won,17183.16015625,Auto-Renew
OPP-007096,Upsell,Closed Won,34517.01953125,Non-Renewed
OPP-007108,Cross-sell,Closed Won,81194.9765625,Renewed
OPP-007118,Upsell,Closed Won,43886.98046875,Non-Renewed
OPP-007123,New Business,Closed Won,99705.8203125,Non-Renewed
OPP-007131,Cross-sell,Closed Won,91812.0234375,Auto-Renew
OPP-007137,Upsell,Closed Won,52536.140625,Non-Renewed
OPP-007149,Expansion,Closed Won,10012.73046875,Pending
OPP-007150,Expansion,Closed Won,89744.3984375,Non-Renewed
OPP-007153,Cross-sell,Closed Won,16174.76953125,Auto-Renew
OPP-007155,Upsell,Closed Won,69867.1875,Auto-Renew
OPP-007176,Expansion,Closed Won,48445.80078125,Non-Renewed
OPP-007182,New Business,Closed Won,72383.96875,Non-Renewed
OPP-007187,Expansion,Closed Won,29136.2890625,Renewed
OPP-007190,Renewal,Closed Won,90916.0625,Non-Renewed
OPP-007197,Upsell,Closed Won,32914.640625,Non-Renewed
OPP-007209,Renewal,Closed Won,48568.0390625,Auto-Renew
OPP-007214,New Business,Closed Won,61153.5390625,Auto-Renew
OPP-007223,Upsell,Closed Won,17319.310546875,Renewed
OPP-007230,Expansion,Closed Won,14003.490234375,Renewed
OPP-007233,Upsell,Closed Won,80995.171875,Renewed
OPP-007237,Expansion,Closed Won,86427.171875,Pending
OPP-007245,Upsell,Closed Won,19786.98046875,Non-Renewed
OPP-007248,Expansion,Closed Won,33139.51953125,Auto-Renew
OPP-007249,Renewal,Closed Won,55742.05859375,Auto-Renew
OPP-007263,Renewal,Closed Won,57037.55859375,Non-Renewed
OPP-007269,Cross-sell,Closed Won,33590.26171875,Auto-Renew
OPP-007270,Upsell,Closed Won,13401.400390625,Non-Renewed
OPP-007272,Expansion,Closed Won,90830.2890625,Auto-Renew
OPP-007274,Renewal,Closed Won,37444.58984375,Renewed
OPP-007278,Renewal,Closed Won,6969.2900390625,Auto-Renew
OPP-007280,Renewal,Closed Won,58344.33984375,Auto-Renew
OPP-007291,Renewal,Closed Won,27403.609375,Non-Renewed
OPP-007303,New Business,Closed Won,61669.8203125,Pending
OPP-007321,Cross-sell,Closed Won,59281.19921875,Pending
OPP-007329,New Business,Closed Won,19932.55078125,Non-Renewed
OPP-007340,Renewal,Closed Won,86594.8828125,Pending
OPP-007356,Cross-sell,Closed Won,14147.1298828125,Renewed
OPP-007358,Expansion,Closed Won,86060.609375,Pending
OPP-007361,Expansion,Closed Won,42645.8203125,Non-Renewed
OPP-007378,Expansion,Closed Won,27624.94921875,Renewed
OPP-007387,Cross-sell,Closed Won,27006.990234375,Auto-Renew
OPP-007392,New Business,Closed Won,78213.8671875,Non-Renewed
OPP-007393,Cross-sell,Closed Won,38409.390625,Pending
OPP-007394,Expansion,Closed Won,26015.349609375,Non-Renewed
OPP-007397,Renewal,Closed Won,37356.2890625,Non-Renewed
OPP-007410,New Business,Closed Won,53746.19140625,Non-Renewed
OPP-007415,Upsell,Closed Won,67846.3125,Non-Renewed
OPP-007419,Expansion,Closed Won,12197.099609375,Non-Renewed
OPP-007423,Renewal,Closed Won,8390.51953125,Auto-Renew
OPP-007425,New Business,Closed Won,33348.44921875,Renewed
OPP-007435,Renewal,Closed Won,52234.03125,Auto-Renew
OPP-007438,Cross-sell,Closed Won,49873.6015625,Auto-Renew
OPP-007441,Cross-sell,Closed Won,29545.849609375,Pending
OPP-007455,Expansion,Closed Won,82078.546875,Non-Renewed
OPP-007477,Renewal,Closed Won,18729.330078125,Auto-Renew
OPP-007479,New Business,Closed Won,98172.546875,Renewed
OPP-007486,Upsell,Closed Won,42781.73828125,Non-Renewed
OPP-007491,Expansion,Closed Won,97662.4765625,Non-Renewed
OPP-007494,New Business,Closed Won,8179.22021484375,Auto-Renew
OPP-007498,Renewal,Closed Won,57987.37109375,Non-Renewed
OPP-007517,Renewal,Closed Won,69841.6875,Non-Renewed
OPP-007525,Upsell,Closed Won,96698.046875,Pending
OPP-007538,New Business,Closed Won,2156.409912109375,Pending
OPP-007540,Cross-sell,Closed Won,82527.109375,Pending
OPP-007548,Expansion,Closed Won,93310.6875,Non-Renewed
OPP-007550,Expansion,Closed Won,92184.171875,Non-Renewed
OPP-007554,Cross-sell,Closed Won,80372.046875,Pending
OPP-007558,New Business,Closed Won,92987.9609375,Non-Renewed
OPP-007563,Renewal,Closed Won,54056.0703125,Auto-Renew
OPP-007566,New Business,Closed Won,28879.44921875,Non-Renewed
OPP-007576,Cross-sell,Closed Won,18337.83984375,Pending
OPP-007586,Cross-sell,Closed Won,23247.26953125,Pending
OPP-007587,Upsell,Closed Won,68235.5703125,Pending
OPP-007597,Renewal,Closed Won,33085.7109375,Auto-Renew
OPP-007601,Upsell,Closed Won,39667.2109375,Auto-Renew
OPP-007603,Cross-sell,Closed Won,95362.640625,Pending
OPP-007613,Cross-sell,Closed Won,13802.2802734375,Auto-Renew
OPP-007622,New Business,Closed Won,42675.359375,Non-Renewed
OPP-007628,Expansion,Closed Won,10587.5,Renewed
OPP-007634,New Business,Closed Won,9233.8896484375,Renewed
OPP-007639,Expansion,Closed Won,71767.2578125,Renewed
OPP-007655,Upsell,Closed Won,8523.0703125,Non-Renewed
OPP-007677,Expansion,Closed Won,64186.76171875,Renewed
OPP-007687,Upsell,Closed Won,24717.0390625,Pending
OPP-007691,Cross-sell,Closed Won,51264.828125,Auto-Renew
OPP-007703,Expansion,Closed Won,98719.3125,Renewed
OPP-007712,Upsell,Closed Won,10923.2001953125,Non-Renewed
OPP-007720,Cross-sell,Closed Won,93913.1484375,Auto-Renew
OPP-007722,Upsell,Closed Won,45148.1484375,Renewed
OPP-007723,Upsell,Closed Won,47915.01953125,Non-Renewed
OPP-007737,Expansion,Closed Won,57352.37890625,Pending
OPP-007751,Upsell,Closed Won,80822.65625,Renewed
OPP-007754,Renewal,Closed Won,46794.6015625,Pending
OPP-007759,Upsell,Closed Won,37615.19140625,Auto-Renew
OPP-007763,Upsell,Closed Won,71043.46875,Pending
OPP-007767,Upsell,Closed Won,92296.609375,Non-Renewed
OPP-007770,Expansion,Closed Won,4417.2900390625,Auto-Renew
OPP-007785,New Business,Closed Won,25798.48046875,Renewed
OPP-007790,Renewal,Closed Won,1957.280029296875,Non-Renewed
OPP-007794,Expansion,Closed Won,39408.109375,Renewed
OPP-007800,Upsell,Closed Won,48768.28125,Auto-Renew
OPP-007804,Upsell,Closed Won,93070.890625,Non-Renewed
OPP-007805,New Business,Closed Won,3969.10009765625,Renewed
OPP-007807,Renewal,Closed Won,48477.51953125,Non-Renewed
OPP-007810,Renewal,Closed Won,49452.55078125,Non-Renewed
OPP-007813,New Business,Closed Won,60076.921875,Renewed
OPP-007826,Expansion,Closed Won,58348.921875,Non-Renewed
OPP-007849,Expansion,Closed Won,15486.73046875,Non-Renewed
OPP-007852,Renewal,Closed Won,46447.5703125,Pending
OPP-007858,New Business,Closed Won,37812.390625,Pending
OPP-007863,Cross-sell,Closed Won,39041.26953125,Auto-Renew
OPP-007866,Renewal,Closed Won,48460.94140625,Non-Renewed
OPP-007867,New Business,Closed Won,17268.720703125,Auto-Renew
OPP-007868,New Business,Closed Won,82457.3125,Non-Renewed
OPP-007881,Upsell,Closed Won,64278.4609375,Non-Renewed
OPP-007887,New Business,Closed Won,76344.390625,Non-Renewed
OPP-007902,Expansion,Closed Won,80803.578125,Pending
OPP-007907,Renewal,Closed Won,85743.1484375,Auto-Renew
OPP-007912,New Business,Closed Won,26312.189453125,Non-Renewed
OPP-007918,Renewal,Closed Won,13819.580078125,Renewed
OPP-007919,Cross-sell,Closed Won,1887.050048828125,Pending
OPP-007923,New Business,Closed Won,51486.9296875,Pending
OPP-007931,New Business,Closed Won,49973.1015625,Non-Renewed
OPP-007932,Upsell,Closed Won,27977.0,Non-Renewed
OPP-007937,New Business,Closed Won,66523.7109375,Non-Renewed
OPP-007954,Renewal,Closed Won,34547.03125,Non-Renewed
OPP-007963,New Business,Closed Won,81020.3671875,Non-Renewed
OPP-007967,Renewal,Closed Won,37804.9609375,Auto-Renew
OPP-007972,Expansion,Closed Won,42966.5390625,Renewed
OPP-007973,Cross-sell,Closed Won,60834.8984375,Non-Renewed
OPP-007976,Upsell,Closed Won,90362.5,Pending
OPP-007977,Upsell,Closed Won,12882.830078125,Non-Renewed
OPP-007980,Upsell,Closed Won,65056.640625,Non-Renewed
OPP-007982,Cross-sell,Closed Won,57432.87109375,Renewed
OPP-007984,Cross-sell,Closed Won,30116.720703125,Renewed
OPP-007985,New Business,Closed Won,87512.1328125,Non-Renewed
OPP-007991,Cross-sell,Closed Won,32110.310546875,Renewed
OPP-007995,Upsell,Closed Won,94942.9375,Non-Renewed
OPP-008002,Cross-sell,Closed Won,60382.53125,Pending
OPP-008014,Expansion,Closed Won,73918.953125,Auto-Renew
OPP-008018,New Business,Closed Won,52017.30078125,Non-Renewed
OPP-008032,Upsell,Closed Won,3540.969970703125,Non-Renewed
OPP-008039,Renewal,Closed Won,50303.58984375,Renewed
