Pipeline_ID,Account_ID,Stage,Stage_Entry_Date,Expected_Close_Date,Deal_Size,Probability
PIPE-000253,ACC-000060,Prospecting,2024-06-18 08:37:54,2024-10-18 02:20:37,275389.11,0.17
PIPE-000254,ACC-000038,Proposal,2023-05-11 12:46:30,2023-09-28 07:41:00,131910.69,0.7
PIPE-000255,ACC-000050,Negotiation,2023-04-01 07:31:53,2023-09-03 06:58:28,407899.93,0.8
PIPE-000256,ACC-000014,Negotiation,2023-10-11 00:33:18,2023-10-30 05:04:50,148719.74,0.93
PIPE-000257,ACC-000007,Closed Won,2022-06-07 06:08:52,2022-09-14 14:15:50,485266.46,1
PIPE-000258,ACC-000025,Prospecting,2023-11-21 04:11:51,2024-05-08 00:58:04,478438.57,0.09
PIPE-000259,ACC-000039,Proposal,2025-03-14 03:19:29,2025-08-15 11:58:24,184750.26,0.68
PIPE-000260,ACC-000024,Qualification,2021-12-26 12:38:54,2021-12-31 16:52:12,168986.65,0.31
PIPE-000261,ACC-000046,Proposal,2022-01-16 19:00:32,2022-05-23 10:22:00,100181.77,0.76
PIPE-000262,ACC-000056,Needs Analysis,2021-08-28 19:32:04,2021-12-13 14:28:26,49982.84,0.49
PIPE-000263,ACC-000009,Needs Analysis,2023-08-13 09:28:15,2023-12-31 09:14:29,59540.98,0.41
PIPE-000264,ACC-000038,Negotiation,2022-10-25 11:17:23,2022-11-01 18:57:36,319317.44,0.81
PIPE-000265,ACC-000017,Needs Analysis,2022-03-27 17:53:42,2022-07-10 04:08:34,417412.61,0.6
PIPE-000266,ACC-000006,Needs Analysis,2023-12-31 06:39:06,2024-04-23 07:16:48,180564.92,0.44
PIPE-000267,ACC-000050,Needs Analysis,2022-06-24 15:38:27,2022-12-05 07:49:10,331922.75,0.53
PIPE-000268,ACC-000040,Closed Lost,2023-04-11 10:02:23,2023-06-16 01:04:03,388100.27,0
PIPE-000269,ACC-000009,Qualification,2024-03-25 20:59:59,2024-08-14 12:40:36,352637.14,0.3
PIPE-000270,ACC-000036,Prospecting,2021-07-26 08:33:22,2021-08-04 13:23:53,45038.94,0.12
PIPE-000271,ACC-000021,Closed Lost,2024-08-15 16:48:10,2024-12-24 08:53:49,476718.23,0
PIPE-000272,ACC-000043,Qualification,2025-06-18 20:11:59,2025-08-07 05:12:37,405959.67,0.32
PIPE-000273,ACC-000002,Negotiation,2021-10-06 12:01:32,2022-02-03 00:16:56,118863.03,0.85
PIPE-000274,ACC-000034,Closed Won,2021-07-31 06:07:03,2021-11-12 13:25:09,463101.97,1
PIPE-000275,ACC-000041,Qualification,2022-11-01 13:51:21,2023-01-30 06:31:13,310482.23,0.21
PIPE-000276,ACC-000042,Qualification,2023-11-09 22:26:48,2024-05-04 05:15:02,327660.29,0.21
PIPE-000277,ACC-000024,Prospecting,2025-02-20 01:42:47,2025-06-09 00:55:07,62807.09,0.13
PIPE-000278,ACC-000004,Closed Lost,2022-03-02 18:44:11,2022-05-04 07:20:39,440856.11,0
PIPE-000279,ACC-000032,Proposal,2023-09-20 05:28:36,2023-11-12 20:47:49,36123.65,0.76
PIPE-000280,ACC-000042,Qualification,2025-03-04 09:35:55,2025-04-01 17:47:02,50898.92,0.36
PIPE-000281,ACC-000003,Prospecting,2022-04-10 18:36:42,2022-04-15 10:25:04,75811.28,0.17
PIPE-000282,ACC-000023,Negotiation,2023-09-02 12:23:19,2024-01-05 21:54:32,113219.08,0.94
PIPE-000283,ACC-000032,Needs Analysis,2023-02-04 09:06:52,2023-04-15 10:14:07,429928.82,0.43
PIPE-000284,ACC-000043,Qualification,2022-01-10 11:55:54,2022-06-16 22:48:46,369394.51,0.37
PIPE-000285,ACC-000061,Negotiation,2021-09-18 23:51:26,2021-12-17 03:58:28,138672.83,0.93
PIPE-000286,ACC-000058,Proposal,2023-08-11 18:17:12,2023-10-08 15:25:58,447871.96,0.7
PIPE-000287,ACC-000007,Development,2025-01-16 04:44:14,2025-04-28 17:59:36,240302.42,0
PIPE-000288,ACC-000017,Proposal,2023-02-23 08:52:04,2023-03-05 17:55:15,77426.35,0.8
PIPE-000289,ACC-000057,Closed Won,2022-04-03 19:37:24,2022-06-12 11:09:20,407863.36,1
PIPE-000290,ACC-000048,Proposal,2024-09-06 17:50:08,2024-11-25 17:38:35,386374.58,0.74
PIPE-000291,ACC-000054,Development,2025-04-17 04:28:43,2025-06-02 06:59:13,295361.54,0
PIPE-000292,ACC-000061,Closed Lost,2023-07-06 13:46:41,2023-12-15 14:10:25,477677.24,0
PIPE-000293,ACC-000006,Negotiation,2023-08-27 08:08:01,2023-09-15 08:29:25,411404.6,0.9
PIPE-000294,ACC-000001,Prospecting,2021-11-15 02:41:04,2022-04-26 13:00:53,460102.62,0.06
PIPE-000295,ACC-000052,Needs Analysis,2024-06-05 09:10:35,2024-10-12 17:23:53,250841.94,0.44
PIPE-000296,ACC-000013,Prospecting,2024-03-04 10:27:58,2024-05-19 18:44:06,488249.3,0.13
PIPE-000297,ACC-000017,Proposal,2023-12-29 18:26:32,2024-01-10 01:56:02,308973.97,0.7
PIPE-000298,ACC-000012,Needs Analysis,2024-05-26 22:05:30,2024-09-22 23:35:09,422223.74,0.51
PIPE-000299,ACC-000052,Negotiation,2023-05-09 17:10:59,2023-06-08 15:01:15,460106.86,0.82
PIPE-000300,ACC-000022,Needs Analysis,2025-02-15 03:21:02,2025-05-12 21:39:37,265612.65,0.48
PIPE-000301,ACC-000004,Negotiation,2022-07-11 02:08:02,2022-08-14 11:34:07,395813.11,0.92
PIPE-000302,ACC-000045,Closed Won,2024-04-12 17:38:52,2024-07-19 21:52:12,465338.27,1
PIPE-000303,ACC-000011,Closed Lost,2023-01-25 15:12:27,2023-04-08 23:44:19,150432.21,0
PIPE-000304,ACC-000010,Development,2025-01-27 07:06:31,2025-06-27 17:28:01,465662.51,0
PIPE-000305,ACC-000013,Closed Won,2023-08-02 04:33:47,2023-12-27 18:25:18,410242.44,1
PIPE-000306,ACC-000058,Closed Lost,2023-06-15 18:44:58,2023-10-09 06:27:51,92477.67,0
PIPE-000307,ACC-000056,Negotiation,2025-03-21 17:01:40,2025-06-23 01:44:26,489260.24,0.85
PIPE-000308,ACC-000008,Prospecting,2022-08-16 22:24:11,2022-12-03 21:16:12,180824.15,0.1
PIPE-000309,ACC-000004,Qualification,2025-06-14 04:24:23,2025-08-03 14:12:43,177343.66,0.24
PIPE-000310,ACC-000014,Prospecting,2024-08-31 00:06:48,2025-02-14 06:48:12,497710.57,0.14
PIPE-000311,ACC-000002,Qualification,2021-06-29 15:57:44,2021-10-10 01:54:10,234664.92,0.34
PIPE-000312,ACC-000011,Closed Won,2023-01-10 01:17:26,2023-02-12 01:39:38,206460.75,1
PIPE-000313,ACC-000041,Qualification,2024-09-06 08:59:05,2025-02-13 22:52:59,120735.17,0.21
PIPE-000314,ACC-000005,Prospecting,2022-04-04 13:09:55,2022-07-16 07:14:07,383897.45,0.06
PIPE-000315,ACC-000013,Development,2023-04-07 07:53:17,2023-04-25 01:54:59,482792.27,0
PIPE-000316,ACC-000017,Proposal,2024-01-19 01:35:12,2024-05-01 13:57:44,192016.57,0.76
PIPE-000317,ACC-000045,Qualification,2022-01-09 09:09:28,2022-04-05 15:48:37,193723.91,0.34
PIPE-000318,ACC-000044,Prospecting,2022-02-12 09:01:38,2022-05-03 17:09:17,77026.09,0.11
PIPE-000319,ACC-000036,Needs Analysis,2024-10-24 23:53:39,2025-04-04 16:44:22,314327.29,0.45
PIPE-000320,ACC-000045,Negotiation,2025-01-07 03:48:39,2025-01-09 10:01:25,299641.65,0.84
PIPE-000321,ACC-000062,Closed Lost,2023-02-04 21:23:49,2023-04-12 16:43:52,478134.72,0
PIPE-000322,ACC-000019,Proposal,2023-07-11 07:42:39,2023-10-04 12:39:11,245020.07,0.71
PIPE-000323,ACC-000010,Prospecting,2023-08-28 14:52:37,2023-09-29 12:49:48,270166.62,0.1
PIPE-000324,ACC-000048,Development,2024-10-03 12:20:13,2025-02-18 15:12:17,376310.16,0
PIPE-000325,ACC-000047,Prospecting,2024-02-15 01:10:32,2024-08-10 03:42:24,427308,0.07
PIPE-000326,ACC-000003,Proposal,2024-01-18 20:57:32,2024-06-16 14:02:17,120881.12,0.62
PIPE-000327,ACC-000025,Closed Won,2023-05-07 08:02:16,2023-08-07 17:17:15,238371.59,1
PIPE-000328,ACC-000006,Closed Won,2022-02-11 16:25:11,2022-05-25 07:06:15,91028.32,1
PIPE-000329,ACC-000004,Needs Analysis,2022-04-01 08:00:27,2022-09-08 10:48:18,185796.96,0.52
PIPE-000330,ACC-000015,Closed Won,2025-02-27 10:54:19,2025-04-29 03:25:10,308555.88,1
PIPE-000331,ACC-000009,Qualification,2021-12-08 00:19:13,2022-05-16 20:01:02,119273.83,0.22
PIPE-000332,ACC-000002,Closed Won,2024-08-11 11:42:23,2024-12-26 03:10:25,222153.68,1
PIPE-000333,ACC-000041,Prospecting,2025-06-02 01:23:40,2025-10-02 06:22:46,7697.26,0.17
PIPE-000334,ACC-000002,Proposal,2023-06-14 17:34:30,2023-09-21 02:05:36,218948.63,0.64
PIPE-000335,ACC-000055,Closed Lost,2024-08-03 18:09:44,2025-01-10 15:26:54,64090.3,0
PIPE-000336,ACC-000046,Closed Won,2023-03-15 22:29:30,2023-06-23 06:56:02,433267.73,1
PIPE-000337,ACC-000026,Qualification,2025-05-31 00:07:07,2025-06-09 09:34:18,206177.68,0.38
PIPE-000338,ACC-000048,Proposal,2022-08-11 08:49:15,2022-09-14 02:06:04,264113.56,0.78
PIPE-000339,ACC-000054,Needs Analysis,2023-09-24 22:35:42,2024-01-08 14:30:39,229128.69,0.48
PIPE-000340,ACC-000057,Prospecting,2023-07-29 17:08:22,2023-11-06 23:13:13,379314.48,0.13
PIPE-000341,ACC-000042,Proposal,2024-05-23 00:44:33,2024-09-16 18:08:14,111298.93,0.8
PIPE-000342,ACC-000012,Closed Lost,2022-03-06 22:13:42,2022-05-10 10:54:34,468744.09,0
PIPE-000343,ACC-000007,Closed Lost,2024-11-28 20:45:50,2025-03-20 14:28:14,488174.89,0
PIPE-000344,ACC-000012,Proposal,2023-09-22 01:06:13,2023-12-08 19:49:20,86159.97,0.79
PIPE-000345,ACC-000009,Development,2025-04-07 22:50:17,2025-07-03 09:12:52,120850.63,0
PIPE-000346,ACC-000007,Needs Analysis,2024-06-06 04:53:23,2024-07-07 04:50:07,207034.71,0.56
PIPE-000347,ACC-000034,Negotiation,2024-06-09 23:45:06,2024-08-07 13:26:27,333103.54,0.83
PIPE-000348,ACC-000049,Proposal,2022-01-03 17:18:31,2022-06-28 19:15:47,115837.51,0.7
PIPE-000349,ACC-000002,Closed Lost,2024-01-25 12:14:53,2024-04-04 22:31:22,234517.74,0
PIPE-000350,ACC-000057,Closed Lost,2022-09-19 23:37:21,2022-10-15 00:05:03,327026.21,0
PIPE-000351,ACC-000018,Development,2024-02-24 13:19:30,2024-05-06 03:42:47,343199.29,0
PIPE-000352,ACC-000062,Prospecting,2023-07-02 21:30:45,2023-07-17 08:47:24,185334.27,0.17
PIPE-000353,ACC-000032,Prospecting,2023-07-06 16:37:25,2023-09-30 08:58:40,211046.6,0.18
PIPE-000354,ACC-000013,Proposal,2022-03-20 03:04:52,2022-06-07 15:14:23,231806.51,0.73
PIPE-000355,ACC-000044,Proposal,2023-11-30 05:53:46,2024-02-13 02:38:48,70688.12,0.76
PIPE-000356,ACC-000054,Proposal,2023-06-17 11:01:28,2023-11-28 05:56:33,75041.5,0.61
PIPE-000357,ACC-000012,Prospecting,2022-03-28 12:56:37,2022-09-02 04:11:45,330243.93,0.07
PIPE-000358,ACC-000003,Development,2023-10-06 15:55:54,2024-01-25 14:37:10,268560.51,0
PIPE-000359,ACC-000007,Qualification,2022-01-27 11:09:41,2022-04-08 07:08:07,127838.4,0.39
PIPE-000360,ACC-000005,Closed Won,2023-07-23 00:14:21,2023-10-15 03:05:58,156109.5,1
PIPE-000361,ACC-000014,Prospecting,2024-11-09 04:06:42,2025-04-07 17:55:58,105371.73,0.07
PIPE-000362,ACC-000036,Negotiation,2022-12-21 05:28:09,2023-02-24 17:57:31,401067.45,0.9
PIPE-000363,ACC-000055,Closed Lost,2025-02-15 01:34:19,2025-04-22 07:48:21,114378.12,0
PIPE-000364,ACC-000033,Proposal,2025-05-06 01:33:23,2025-05-19 21:20:41,292646.93,0.7
PIPE-000365,ACC-000062,Negotiation,2022-08-11 14:25:40,2022-11-04 06:30:49,122562.95,0.94
PIPE-000366,ACC-000010,Negotiation,2025-05-15 14:02:38,2025-07-25 16:18:49,16883.75,0.8
PIPE-000367,ACC-000014,Proposal,2024-01-26 21:56:23,2024-05-21 00:44:36,402431.48,0.69
PIPE-000368,ACC-000034,Development,2023-08-22 22:29:50,2023-10-07 11:32:19,331418.84,0
PIPE-000369,ACC-000019,Qualification,2021-10-07 19:41:16,2021-11-29 23:28:13,486483.17,0.2
PIPE-000370,ACC-000020,Prospecting,2022-05-05 06:25:45,2022-05-17 06:29:44,424817.61,0.06
PIPE-000371,ACC-000020,Closed Lost,2024-01-08 09:44:47,2024-05-03 19:46:00,350502.19,0
PIPE-000372,ACC-000054,Qualification,2022-12-17 02:44:20,2023-01-31 13:05:57,175375.27,0.35
PIPE-000373,ACC-000034,Needs Analysis,2022-03-01 11:29:30,2022-03-22 10:30:46,454414.43,0.41
PIPE-000374,ACC-000030,Qualification,2023-10-17 21:32:54,2024-02-07 20:05:51,423232.88,0.29
PIPE-000375,ACC-000019,Development,2025-03-17 06:48:07,2025-08-28 17:35:44,191522.45,0
PIPE-000376,ACC-000023,Development,2022-07-01 18:32:14,2022-07-23 08:15:09,437453.09,0
PIPE-000377,ACC-000002,Needs Analysis,2025-03-14 10:58:20,2025-07-19 01:14:11,59764.89,0.55
PIPE-000378,ACC-000012,Qualification,2023-01-13 12:27:03,2023-05-27 19:46:54,244845.99,0.25
PIPE-000379,ACC-000032,Negotiation,2022-07-19 20:06:56,2022-07-29 21:51:43,225259.57,0.8
PIPE-000380,ACC-000045,Qualification,2022-11-18 16:27:55,2023-03-28 17:56:40,28372.85,0.28
PIPE-000381,ACC-000007,Closed Won,2023-09-01 01:22:36,2024-01-20 04:44:11,50712.28,1
PIPE-000382,ACC-000023,Needs Analysis,2025-06-06 23:52:04,2025-08-20 21:31:12,451185.56,0.47
PIPE-000383,ACC-000050,Qualification,2024-09-30 15:00:18,2025-03-05 03:40:14,380764.01,0.36
PIPE-000384,ACC-000040,Closed Lost,2023-01-22 02:36:58,2023-03-15 04:06:48,288585.33,0
PIPE-000385,ACC-000024,Closed Lost,2023-10-21 11:12:54,2023-12-01 23:54:02,173984.49,0
PIPE-000386,ACC-000007,Closed Won,2024-12-12 02:43:26,2025-01-26 23:55:04,395237.25,1
PIPE-000387,ACC-000023,Needs Analysis,2024-05-02 06:29:36,2024-08-08 23:30:42,146089.38,0.5
PIPE-000388,ACC-000022,Proposal,2023-11-18 05:09:19,2023-11-27 20:22:14,391942.38,0.79
PIPE-000389,ACC-000045,Prospecting,2023-04-20 03:15:17,2023-07-27 02:49:13,375725.71,0.08
PIPE-000390,ACC-000040,Qualification,2021-12-14 16:34:44,2022-04-11 23:08:30,489629.29,0.2
PIPE-000391,ACC-000048,Closed Lost,2021-12-06 16:46:02,2022-03-13 09:37:58,312672.32,0
PIPE-000392,ACC-000021,Closed Won,2022-09-13 18:01:48,2022-10-18 10:17:50,212752.2,1
PIPE-000393,ACC-000036,Proposal,2023-01-14 12:50:47,2023-01-31 12:49:11,90283.06,0.74
PIPE-000394,ACC-000025,Prospecting,2023-09-04 01:51:47,2024-02-18 17:43:43,40480.1,0.07
PIPE-000395,ACC-000053,Negotiation,2024-04-17 11:19:34,2024-07-10 05:25:24,299888.86,0.88
PIPE-000396,ACC-000026,Development,2024-02-22 21:56:37,2024-05-24 10:57:28,114733.08,0
PIPE-000397,ACC-000062,Closed Lost,2024-08-29 09:22:17,2024-11-02 02:37:16,378307.42,0
PIPE-000398,ACC-000020,Needs Analysis,2024-04-28 23:44:44,2024-07-18 20:40:46,214804.57,0.56
PIPE-000399,ACC-000046,Prospecting,2023-02-05 21:12:35,2023-06-16 15:07:48,164401.05,0.08
PIPE-000400,ACC-000032,Proposal,2025-05-19 03:56:39,2025-11-07 09:41:16,277418.5,0.8
PIPE-000401,ACC-000042,Negotiation,2023-07-05 07:18:20,2023-07-25 22:56:10,214718.33,0.85
PIPE-000402,ACC-000053,Qualification,2025-01-12 09:04:28,2025-07-04 03:59:12,186029.25,0.26
PIPE-000403,ACC-000027,Proposal,2024-10-17 10:28:55,2025-01-14 05:21:23,56597.79,0.68
PIPE-000404,ACC-000003,Negotiation,2024-04-12 11:02:35,2024-06-23 05:35:02,123542.61,0.93
PIPE-000405,ACC-000023,Closed Lost,2025-03-05 16:41:06,2025-07-26 23:16:26,294512.67,0
PIPE-000406,ACC-000044,Prospecting,2022-01-09 01:53:43,2022-03-09 09:00:27,5317.31,0.1
PIPE-000407,ACC-000060,Qualification,2025-02-16 15:47:56,2025-07-26 01:40:58,325761.29,0.27
PIPE-000408,ACC-000017,Needs Analysis,2024-05-09 02:20:43,2024-05-18 23:05:10,159399.57,0.53
PIPE-000409,ACC-000019,Proposal,2024-02-06 07:24:34,2024-05-06 00:43:58,2158.57,0.74
PIPE-000410,ACC-000048,Qualification,2024-06-19 05:30:13,2024-08-27 07:32:29,241729.39,0.21
PIPE-000411,ACC-000038,Qualification,2023-09-09 16:40:53,2023-11-22 18:38:24,56426.67,0.34
PIPE-000412,ACC-000007,Needs Analysis,2021-12-13 10:20:06,2022-05-17 16:29:25,495133.81,0.43
PIPE-000413,ACC-000036,Qualification,2022-07-16 12:59:23,2022-11-21 15:51:12,335292.42,0.28
PIPE-000414,ACC-000011,Negotiation,2024-10-23 07:57:46,2025-04-13 15:32:32,67265.48,0.92
PIPE-000415,ACC-000008,Closed Lost,2025-05-18 08:00:44,2025-09-05 18:47:52,435718.28,0
PIPE-000416,ACC-000023,Needs Analysis,2022-06-20 23:35:59,2022-08-14 02:28:55,156946.18,0.46
PIPE-000417,ACC-000027,Needs Analysis,2025-06-06 23:24:21,2025-09-07 08:04:59,473617.79,0.57
PIPE-000418,ACC-000014,Negotiation,2022-08-06 08:20:55,2022-12-14 13:54:19,272541.44,0.87
PIPE-000419,ACC-000018,Closed Lost,2024-04-26 06:47:17,2024-08-18 00:59:57,79029.12,0
PIPE-000420,ACC-000031,Closed Lost,2023-01-15 01:49:23,2023-06-24 04:37:09,497212.62,0
PIPE-000421,ACC-000036,Prospecting,2025-04-11 05:31:43,2025-04-20 11:55:32,116587.81,0.08
PIPE-000422,ACC-000001,Closed Won,2021-09-12 00:31:13,2021-11-09 17:02:34,480062.3,1
PIPE-000423,ACC-000029,Prospecting,2022-10-16 15:46:38,2023-04-03 06:26:53,147577.29,0.19
PIPE-000424,ACC-000010,Development,2021-10-06 04:20:30,2022-01-19 22:46:04,286272.3,0
PIPE-000425,ACC-000044,Closed Won,2025-01-31 14:22:53,2025-04-12 02:45:07,151376.95,1
PIPE-000426,ACC-000010,Proposal,2024-03-06 18:32:30,2024-03-18 15:36:56,5740.27,0.62
PIPE-000427,ACC-000011,Needs Analysis,2021-07-13 15:29:57,2021-12-05 04:13:29,433332.75,0.46
PIPE-000428,ACC-000026,Negotiation,2024-09-15 17:55:38,2024-12-09 01:39:43,430399.78,0.83
PIPE-000429,ACC-000018,Needs Analysis,2021-08-23 23:22:01,2021-10-01 13:49:51,272923.76,0.47
PIPE-000430,ACC-000003,Proposal,2021-07-10 20:10:54,2021-10-16 15:59:55,307755.88,0.68
PIPE-000431,ACC-000052,Qualification,2024-10-20 10:57:26,2025-02-25 20:38:17,68318.66,0.38
PIPE-000432,ACC-000025,Negotiation,2024-07-07 06:29:53,2024-10-31 21:14:37,62981.9,0.9
PIPE-000433,ACC-000041,Qualification,2023-09-13 07:38:15,2023-11-12 23:12:45,328833.3,0.28
PIPE-000434,ACC-000003,Needs Analysis,2022-07-04 00:42:53,2022-11-28 20:30:48,50282.21,0.54
PIPE-000435,ACC-000029,Development,2023-02-03 08:32:12,2023-03-21 12:32:27,176661.21,0
PIPE-000436,ACC-000034,Qualification,2025-01-23 09:48:33,2025-03-19 02:29:33,334050.25,0.32
PIPE-000437,ACC-000024,Prospecting,2023-09-24 00:19:22,2023-12-11 13:56:36,179449.72,0.16
PIPE-000438,ACC-000062,Qualification,2021-11-03 18:52:49,2022-01-06 09:30:11,107652.85,0.34
PIPE-000439,ACC-000038,Negotiation,2024-07-21 12:01:02,2024-10-13 16:36:48,498999.02,0.81
PIPE-000440,ACC-000018,Negotiation,2022-11-07 12:17:25,2023-02-22 09:46:30,245214.27,0.81
PIPE-000441,ACC-000040,Prospecting,2023-08-30 23:10:43,2023-12-01 22:22:39,373303.82,0.06
PIPE-000442,ACC-000055,Qualification,2024-01-20 01:38:32,2024-06-26 14:31:32,75208.34,0.4
PIPE-000443,ACC-000021,Closed Lost,2022-04-24 10:15:00,2022-06-21 03:06:48,131051.5,0
PIPE-000444,ACC-000013,Closed Lost,2024-12-25 23:30:09,2025-01-01 23:53:35,295759.45,0
PIPE-000445,ACC-000002,Negotiation,2025-04-26 18:39:49,2025-08-27 20:59:19,484588.87,0.85
PIPE-000446,ACC-000008,Closed Lost,2022-08-01 11:38:11,2022-11-18 01:45:34,239554.44,0
PIPE-000447,ACC-000042,Needs Analysis,2023-03-01 22:01:53,2023-06-28 08:02:40,355988.46,0.41
PIPE-000448,ACC-000028,Qualification,2025-06-04 16:05:50,2025-10-26 20:54:15,460404.05,0.28
PIPE-000449,ACC-000046,Qualification,2022-07-18 22:41:56,2022-11-02 08:10:16,154616.64,0.27
PIPE-000450,ACC-000029,Negotiation,2024-07-06 02:12:05,2024-08-27 11:22:21,125213.04,0.88
PIPE-000451,ACC-000035,Negotiation,2021-10-17 13:28:53,2021-11-26 08:41:12,206184.87,0.92
PIPE-000452,ACC-000004,Development,2023-07-06 01:47:24,2023-07-10 06:29:21,15386.25,0
PIPE-000453,ACC-000009,Proposal,2023-05-16 21:21:20,2023-08-27 04:33:01,160244.97,0.67
PIPE-000454,ACC-000018,Development,2023-06-29 16:04:40,2023-07-06 06:10:12,37518.7,0
PIPE-000455,ACC-000019,Development,2022-06-19 05:07:40,2022-12-05 01:55:43,368380.47,0
PIPE-000456,ACC-000043,Development,2024-04-16 14:44:04,2024-05-24 12:27:40,143626.34,0
PIPE-000457,ACC-000015,Needs Analysis,2024-12-24 06:55:16,2025-01-04 07:29:47,40044.52,0.55
PIPE-000458,ACC-000006,Needs Analysis,2024-09-29 19:10:50,2025-03-08 07:40:28,319117.71,0.49
PIPE-000459,ACC-000032,Needs Analysis,2021-11-11 09:21:34,2022-01-05 16:34:48,495949.43,0.47
PIPE-000460,ACC-000038,Development,2021-10-09 10:43:51,2021-11-01 05:20:42,76789.35,0
PIPE-000461,ACC-000009,Prospecting,2023-08-24 03:50:03,2023-09-23 06:15:31,361775.3,0.08
PIPE-000462,ACC-000062,Closed Won,2025-05-13 12:03:25,2025-07-28 18:15:19,171362.41,1
PIPE-000463,ACC-000004,Prospecting,2024-03-05 15:11:21,2024-03-17 14:23:44,171130.45,0.09
PIPE-000464,ACC-000019,Development,2023-04-29 18:30:43,2023-09-12 09:03:23,444966.54,0
PIPE-000465,ACC-000002,Needs Analysis,2021-09-03 20:12:53,2022-02-02 22:13:25,191370.51,0.48
PIPE-000466,ACC-000047,Development,2023-02-22 00:48:59,2023-06-05 10:32:44,336295.59,0
PIPE-000467,ACC-000030,Qualification,2022-03-15 05:06:50,2022-08-01 09:45:51,477488.72,0.29
PIPE-000468,ACC-000009,Prospecting,2024-08-01 02:59:38,2024-08-17 19:47:31,166618.93,0.18
PIPE-000469,ACC-000044,Qualification,2023-07-04 14:19:39,2023-11-02 19:47:18,410994.5,0.33
PIPE-000470,ACC-000052,Qualification,2023-05-14 17:10:32,2023-11-06 00:58:57,75534.15,0.33
PIPE-000471,ACC-000062,Proposal,2023-04-11 08:56:04,2023-06-04 10:47:28,68212.37,0.69
PIPE-000472,ACC-000048,Closed Won,2025-01-13 23:33:35,2025-05-19 23:55:03,129843.34,1
PIPE-000473,ACC-000020,Proposal,2023-03-10 20:50:22,2023-06-16 22:07:14,1903.25,0.76
PIPE-000474,ACC-000029,Development,2021-07-30 00:14:55,2021-12-28 06:42:51,397879.56,0
PIPE-000475,ACC-000001,Development,2022-12-13 07:36:51,2023-06-02 19:37:20,310203.1,0
PIPE-000476,ACC-000029,Needs Analysis,2023-08-10 07:01:07,2024-01-13 03:12:32,483423.23,0.57
PIPE-000477,ACC-000004,Needs Analysis,2022-10-05 03:11:56,2023-03-29 22:30:17,138581.79,0.44
PIPE-000478,ACC-000014,Development,2022-03-17 21:27:53,2022-03-18 22:11:42,325345.72,0
PIPE-000479,ACC-000053,Closed Lost,2022-12-15 03:41:11,2022-12-22 13:32:48,396618.45,0
PIPE-000480,ACC-000032,Prospecting,2024-03-30 04:09:31,2024-04-12 01:24:47,25916.87,0.17
PIPE-000481,ACC-000033,Closed Won,2023-10-04 16:05:49,2023-10-12 23:18:01,328355.54,1
PIPE-000482,ACC-000033,Closed Won,2025-03-29 12:31:04,2025-04-01 07:43:20,70235.44,1
PIPE-000483,ACC-000052,Closed Lost,2021-08-24 02:05:29,2021-09-06 06:05:46,8302.62,0
PIPE-000484,ACC-000062,Proposal,2023-09-27 08:15:07,2024-02-02 07:47:45,17951.77,0.64
PIPE-000485,ACC-000010,Qualification,2022-02-19 18:12:41,2022-05-12 23:52:43,296587.13,0.31
PIPE-000486,ACC-000042,Proposal,2025-06-27 08:00:37,2025-06-29 02:26:54,399535.48,0.69
PIPE-000487,ACC-000018,Qualification,2024-06-02 23:37:29,2024-08-20 12:58:00,380512.85,0.23
PIPE-000488,ACC-000048,Qualification,2022-04-12 02:04:11,2022-04-25 03:58:48,189167.4,0.37
PIPE-000489,ACC-000034,Proposal,2021-12-28 17:09:52,2022-01-22 07:56:01,125096.17,0.72
PIPE-000490,ACC-000037,Prospecting,2024-02-08 23:08:03,2024-06-06 02:41:45,469003.12,0.15
PIPE-000491,ACC-000012,Proposal,2021-07-10 18:06:03,2021-12-12 10:03:04,406700.84,0.78
PIPE-000492,ACC-000049,Development,2023-02-14 00:58:54,2023-07-26 18:07:56,388936.58,0
PIPE-000493,ACC-000043,Qualification,2023-10-09 09:14:26,2024-01-26 18:00:54,215522.31,0.25
PIPE-000494,ACC-000022,Prospecting,2023-07-14 07:15:08,2024-01-02 17:55:03,54633.05,0.17
PIPE-000495,ACC-000060,Negotiation,2021-07-05 19:32:50,2021-11-29 10:37:14,33836.58,0.93
PIPE-000496,ACC-000002,Proposal,2024-08-07 19:01:46,2024-12-04 13:57:13,250867.15,0.79
PIPE-000497,ACC-000004,Negotiation,2021-08-29 21:55:42,2021-12-22 00:22:07,10384.16,0.81
PIPE-000498,ACC-000042,Prospecting,2021-09-20 16:37:44,2022-02-23 10:35:32,98645.03,0.11
PIPE-000499,ACC-000052,Closed Won,2022-10-19 20:18:12,2022-11-21 13:01:54,297938.92,1
PIPE-000500,ACC-000025,Closed Lost,2022-07-15 15:47:03,2022-08-14 17:17:24,330585.93,0
PIPE-000501,ACC-000007,Qualification,2023-03-25 15:13:37,2023-08-16 12:15:20,123776.24,0.35
PIPE-000502,ACC-000061,Proposal,2024-03-15 12:45:31,2024-08-27 16:36:32,272521.5,0.62
PIPE-000503,ACC-000030,Negotiation,2023-04-02 05:09:52,2023-05-16 14:13:56,350159,0.87
PIPE-000504,ACC-000048,Qualification,2024-06-26 06:08:37,2024-08-20 18:13:20,230863.4,0.31
PIPE-000505,ACC-000052,Development,2022-12-22 23:55:19,2023-03-11 20:18:54,225611.67,0
